"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Dec 21 01:21:37 GMT 2024","broken","Sat Dec 21 01:21:37 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Dec 21 01:21:22 GMT 2024","broken","Sat Dec 21 01:21:22 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10303","Exception test","Custom parent suite","Sat Dec 21 01:22:25 GMT 2024","broken","Sat Dec 21 01:22:35 GMT 2024","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Dec 21 01:20:22 GMT 2024","broken","Sat Dec 21 01:20:22 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Dec 21 01:20:52 GMT 2024","broken","Sat Dec 21 01:20:52 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Dec 21 01:22:36 GMT 2024","skipped","Sat Dec 21 01:22:36 GMT 2024","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Dec 21 01:20:37 GMT 2024","broken","Sat Dec 21 01:20:37 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10311","Login with invalid credentials test","tests","Sat Dec 21 01:19:41 GMT 2024","broken","Sat Dec 21 01:19:51 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10313","Forgot Password with invalid email test","Custom parent suite","Sat Dec 21 01:22:10 GMT 2024","broken","Sat Dec 21 01:22:20 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10340","Login with valid credentials test","tests","Sat Dec 21 01:18:41 GMT 2024","broken","Sat Dec 21 01:18:51 GMT 2024","TestLogin","test_login","",""
"Log out from app","10294","Logout of system test","tests","Sat Dec 21 01:19:11 GMT 2024","broken","Sat Dec 21 01:19:21 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Dec 21 01:21:07 GMT 2024","broken","Sat Dec 21 01:21:07 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Dec 21 01:19:22 GMT 2024","broken","Sat Dec 21 01:19:22 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Dec 21 01:20:07 GMT 2024","broken","Sat Dec 21 01:20:07 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10304","Forgot Password with valid email test","Custom parent suite","Sat Dec 21 01:21:55 GMT 2024","broken","Sat Dec 21 01:22:06 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10311","Login with invalid credentials test","tests","Sat Dec 21 01:19:56 GMT 2024","broken","Sat Dec 21 01:20:06 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Dec 21 01:18:52 GMT 2024","broken","Sat Dec 21 01:18:52 GMT 2024","TestWorkspaces","test_workspaces","",""
