"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Nov 17 01:30:26 GMT 2024","broken","Sun Nov 17 01:30:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Nov 17 01:30:59 GMT 2024","broken","Sun Nov 17 01:30:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10291","Login with invalid credentials test","tests","Sun Nov 17 01:29:41 GMT 2024","broken","Sun Nov 17 01:29:51 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Nov 17 01:30:44 GMT 2024","broken","Sun Nov 17 01:30:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Nov 17 01:31:30 GMT 2024","broken","Sun Nov 17 01:31:30 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Nov 17 01:31:14 GMT 2024","broken","Sun Nov 17 01:31:14 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10395","Login with valid credentials test","tests","Sun Nov 17 01:28:14 GMT 2024","broken","Sun Nov 17 01:28:24 GMT 2024","TestLogin","test_login","",""
"invalid login","10283","Login with invalid credentials test","tests","Sun Nov 17 01:29:26 GMT 2024","broken","Sun Nov 17 01:29:36 GMT 2024","TestLogin","test_login","",""
"Forgot password with a valid email address","10289","Forgot Password with valid email test","Custom parent suite","Sun Nov 17 01:31:56 GMT 2024","broken","Sun Nov 17 01:32:06 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Nov 17 01:29:03 GMT 2024","broken","Sun Nov 17 01:29:03 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10293","Logout of system test","tests","Sun Nov 17 01:28:52 GMT 2024","broken","Sun Nov 17 01:29:02 GMT 2024","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sun Nov 17 01:32:40 GMT 2024","skipped","Sun Nov 17 01:32:40 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10301","Forgot Password with invalid email test","Custom parent suite","Sun Nov 17 01:32:14 GMT 2024","broken","Sun Nov 17 01:32:24 GMT 2024","Custom sub suite","Custom suite","",""
"Exception catching","10294","Exception test","Custom parent suite","Sun Nov 17 01:32:29 GMT 2024","broken","Sun Nov 17 01:32:39 GMT 2024","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Nov 17 01:30:08 GMT 2024","broken","Sun Nov 17 01:30:08 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Nov 17 01:28:26 GMT 2024","broken","Sun Nov 17 01:28:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Nov 17 01:29:52 GMT 2024","broken","Sun Nov 17 01:29:52 GMT 2024","TestWorkspaces","test_workspaces","",""
