"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Nov 20 01:24:45 GMT 2024","broken","Wed Nov 20 01:24:45 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10294","Forgot Password with valid email test","Custom parent suite","Wed Nov 20 01:26:19 GMT 2024","broken","Wed Nov 20 01:26:29 GMT 2024","Custom sub suite","Custom suite","",""
"Log out from app","10299","Logout of system test","tests","Wed Nov 20 01:23:33 GMT 2024","broken","Wed Nov 20 01:23:43 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Nov 20 01:25:59 GMT 2024","broken","Wed Nov 20 01:25:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Nov 20 01:23:14 GMT 2024","broken","Wed Nov 20 01:23:14 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10354","Login with valid credentials test","tests","Wed Nov 20 01:23:03 GMT 2024","broken","Wed Nov 20 01:23:13 GMT 2024","TestLogin","test_login","",""
"Exception catching","10309","Exception test","Custom parent suite","Wed Nov 20 01:26:49 GMT 2024","broken","Wed Nov 20 01:26:59 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10295","Login with invalid credentials test","tests","Wed Nov 20 01:24:18 GMT 2024","broken","Wed Nov 20 01:24:28 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Nov 20 01:25:30 GMT 2024","broken","Wed Nov 20 01:25:30 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Nov 20 01:25:44 GMT 2024","broken","Wed Nov 20 01:25:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Nov 20 01:23:44 GMT 2024","broken","Wed Nov 20 01:23:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10282","Forgot Password with invalid email test","Custom parent suite","Wed Nov 20 01:26:34 GMT 2024","broken","Wed Nov 20 01:26:44 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10293","Login with invalid credentials test","tests","Wed Nov 20 01:24:03 GMT 2024","broken","Wed Nov 20 01:24:13 GMT 2024","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Nov 20 01:27:00 GMT 2024","skipped","Wed Nov 20 01:27:00 GMT 2024","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Nov 20 01:25:00 GMT 2024","broken","Wed Nov 20 01:25:00 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Nov 20 01:24:30 GMT 2024","broken","Wed Nov 20 01:24:30 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Nov 20 01:25:15 GMT 2024","broken","Wed Nov 20 01:25:15 GMT 2024","TestWorkspaces","test_workspaces","",""
