"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10264","Login with valid credentials test","tests","Wed Jan 29 01:17:56 GMT 2025","broken","Wed Jan 29 01:18:06 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Jan 29 01:20:40 GMT 2025","broken","Wed Jan 29 01:20:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10259","Exception test","Custom parent suite","Wed Jan 29 01:22:11 GMT 2025","broken","Wed Jan 29 01:22:21 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jan 29 01:19:51 GMT 2025","broken","Wed Jan 29 01:19:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Jan 29 01:22:22 GMT 2025","skipped","Wed Jan 29 01:22:22 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jan 29 01:18:07 GMT 2025","broken","Wed Jan 29 01:18:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jan 29 01:20:08 GMT 2025","broken","Wed Jan 29 01:20:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10256","Login with invalid credentials test","tests","Wed Jan 29 01:19:21 GMT 2025","broken","Wed Jan 29 01:19:31 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10248","Forgot Password with valid email test","Custom parent suite","Wed Jan 29 01:21:37 GMT 2025","broken","Wed Jan 29 01:21:48 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jan 29 01:18:40 GMT 2025","broken","Wed Jan 29 01:18:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10270","Forgot Password with invalid email test","Custom parent suite","Wed Jan 29 01:21:55 GMT 2025","broken","Wed Jan 29 01:22:06 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jan 29 01:19:32 GMT 2025","broken","Wed Jan 29 01:19:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jan 29 01:20:24 GMT 2025","broken","Wed Jan 29 01:20:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jan 29 01:20:55 GMT 2025","broken","Wed Jan 29 01:20:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10239","Logout of system test","tests","Wed Jan 29 01:18:29 GMT 2025","broken","Wed Jan 29 01:18:39 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jan 29 01:21:12 GMT 2025","broken","Wed Jan 29 01:21:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10251","Login with invalid credentials test","tests","Wed Jan 29 01:19:05 GMT 2025","broken","Wed Jan 29 01:19:16 GMT 2025","TestLogin","test_login","",""
