"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Thu May 08 01:41:07 GMT 2025","broken","Thu May 08 01:41:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10243","Forgot Password with invalid email test","Custom parent suite","Thu May 08 01:43:20 GMT 2025","broken","Thu May 08 01:43:30 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu May 08 01:41:24 GMT 2025","broken","Thu May 08 01:41:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10245","Exception test","Custom parent suite","Thu May 08 01:43:34 GMT 2025","broken","Thu May 08 01:43:44 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu May 08 01:42:43 GMT 2025","broken","Thu May 08 01:42:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10250","Login with invalid credentials test","tests","Thu May 08 01:40:42 GMT 2025","broken","Thu May 08 01:40:52 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Thu May 08 01:39:51 GMT 2025","broken","Thu May 08 01:39:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu May 08 01:41:41 GMT 2025","broken","Thu May 08 01:41:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10238","Login with invalid credentials test","tests","Thu May 08 01:40:56 GMT 2025","broken","Thu May 08 01:41:06 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu May 08 01:42:29 GMT 2025","broken","Thu May 08 01:42:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10238","Logout of system test","tests","Thu May 08 01:40:11 GMT 2025","broken","Thu May 08 01:40:21 GMT 2025","TestLogin","test_login","",""
"valid login","10248","Login with valid credentials test","tests","Thu May 08 01:39:40 GMT 2025","broken","Thu May 08 01:39:50 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10240","Forgot Password with valid email test","Custom parent suite","Thu May 08 01:43:03 GMT 2025","broken","Thu May 08 01:43:13 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Thu May 08 01:43:45 GMT 2025","skipped","Thu May 08 01:43:45 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu May 08 01:42:15 GMT 2025","broken","Thu May 08 01:42:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu May 08 01:40:22 GMT 2025","broken","Thu May 08 01:40:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu May 08 01:41:58 GMT 2025","broken","Thu May 08 01:41:58 GMT 2025","TestWorkspaces","test_workspaces","",""
