"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 06 01:13:46 GMT 2024","Tue Aug 06 01:13:46 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Tue Aug 06 01:11:16 GMT 2024","Tue Aug 06 01:11:16 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Tue Aug 06 01:11:38 GMT 2024","Tue Aug 06 01:11:49 GMT 2024","10267","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Tue Aug 06 01:15:01 GMT 2024","Tue Aug 06 01:15:11 GMT 2024","10305","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Tue Aug 06 01:14:19 GMT 2024","Tue Aug 06 01:14:19 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Tue Aug 06 01:12:56 GMT 2024","Tue Aug 06 01:12:56 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Tue Aug 06 01:15:28 GMT 2024","Tue Aug 06 01:15:28 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Tue Aug 06 01:15:17 GMT 2024","Tue Aug 06 01:15:27 GMT 2024","10266","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Tue Aug 06 01:12:11 GMT 2024","Tue Aug 06 01:12:21 GMT 2024","10259","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Aug 06 01:12:38 GMT 2024","Tue Aug 06 01:12:38 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Tue Aug 06 01:11:50 GMT 2024","Tue Aug 06 01:11:50 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Tue Aug 06 01:13:30 GMT 2024","Tue Aug 06 01:13:30 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Tue Aug 06 01:14:43 GMT 2024","Tue Aug 06 01:14:54 GMT 2024","10259","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Tue Aug 06 01:13:13 GMT 2024","Tue Aug 06 01:13:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Tue Aug 06 01:12:27 GMT 2024","Tue Aug 06 01:12:37 GMT 2024","10270","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Aug 06 01:11:05 GMT 2024","Tue Aug 06 01:11:15 GMT 2024","10400","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Tue Aug 06 01:14:02 GMT 2024","Tue Aug 06 01:14:02 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
