"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 30 01:02:04 GMT 2023","Sat Dec 30 01:02:14 GMT 2023","10274","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Dec 30 01:04:21 GMT 2023","Sat Dec 30 01:04:31 GMT 2023","10203","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Dec 30 01:03:06 GMT 2023","Sat Dec 30 01:03:06 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Dec 30 01:03:56 GMT 2023","Sat Dec 30 01:04:07 GMT 2023","10195","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Dec 30 01:01:14 GMT 2023","Sat Dec 30 01:01:24 GMT 2023","10177","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Dec 30 01:03:30 GMT 2023","Sat Dec 30 01:03:30 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sat Dec 30 01:02:41 GMT 2023","Sat Dec 30 01:02:41 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Dec 30 01:01:25 GMT 2023","Sat Dec 30 01:01:25 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Dec 30 01:04:09 GMT 2023","Sat Dec 30 01:04:19 GMT 2023","10202","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Dec 30 01:01:39 GMT 2023","Sat Dec 30 01:01:49 GMT 2023","10199","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Dec 30 01:01:50 GMT 2023","Sat Dec 30 01:01:50 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Dec 30 01:02:16 GMT 2023","Sat Dec 30 01:02:26 GMT 2023","10184","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Dec 30 01:02:28 GMT 2023","Sat Dec 30 01:02:28 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Dec 30 01:03:43 GMT 2023","Sat Dec 30 01:03:43 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Sat Dec 30 01:04:32 GMT 2023","Sat Dec 30 01:04:32 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Dec 30 01:03:18 GMT 2023","Sat Dec 30 01:03:18 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sat Dec 30 01:02:53 GMT 2023","Sat Dec 30 01:02:53 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
