"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10250","Forgot Password with invalid email test","Custom parent suite","Tue Jul 01 01:57:54 GMT 2025","broken","Tue Jul 01 01:58:04 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jul 01 01:55:47 GMT 2025","broken","Tue Jul 01 01:55:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10264","Login with valid credentials test","tests","Tue Jul 01 01:54:23 GMT 2025","broken","Tue Jul 01 01:54:33 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Jul 01 01:58:22 GMT 2025","skipped","Tue Jul 01 01:58:22 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jul 01 01:57:20 GMT 2025","broken","Tue Jul 01 01:57:20 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jul 01 01:56:01 GMT 2025","broken","Tue Jul 01 01:56:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10245","Login with invalid credentials test","tests","Tue Jul 01 01:55:37 GMT 2025","broken","Tue Jul 01 01:55:47 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jul 01 01:54:34 GMT 2025","broken","Tue Jul 01 01:54:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jul 01 01:57:03 GMT 2025","broken","Tue Jul 01 01:57:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10237","Exception test","Custom parent suite","Tue Jul 01 01:58:11 GMT 2025","broken","Tue Jul 01 01:58:21 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10250","Logout of system test","tests","Tue Jul 01 01:54:51 GMT 2025","broken","Tue Jul 01 01:55:01 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jul 01 01:56:18 GMT 2025","broken","Tue Jul 01 01:56:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jul 01 01:55:02 GMT 2025","broken","Tue Jul 01 01:55:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jul 01 01:56:32 GMT 2025","broken","Tue Jul 01 01:56:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jul 01 01:56:49 GMT 2025","broken","Tue Jul 01 01:56:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Tue Jul 01 01:55:22 GMT 2025","broken","Tue Jul 01 01:55:33 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10248","Forgot Password with valid email test","Custom parent suite","Tue Jul 01 01:57:40 GMT 2025","broken","Tue Jul 01 01:57:50 GMT 2025","Custom sub suite","Custom suite","",""
