"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jun 27 01:46:32 GMT 2025","broken","Fri Jun 27 01:46:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jun 27 01:44:58 GMT 2025","broken","Fri Jun 27 01:44:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jun 27 01:45:29 GMT 2025","broken","Fri Jun 27 01:45:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jun 27 01:46:15 GMT 2025","broken","Fri Jun 27 01:46:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10240","Login with invalid credentials test","tests","Fri Jun 27 01:46:04 GMT 2025","broken","Fri Jun 27 01:46:14 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10249","Forgot Password with valid email test","Custom parent suite","Fri Jun 27 01:48:08 GMT 2025","broken","Fri Jun 27 01:48:18 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri Jun 27 01:48:51 GMT 2025","skipped","Fri Jun 27 01:48:51 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jun 27 01:47:03 GMT 2025","broken","Fri Jun 27 01:47:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jun 27 01:46:49 GMT 2025","broken","Fri Jun 27 01:46:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10281","Forgot Password with invalid email test","Custom parent suite","Fri Jun 27 01:48:22 GMT 2025","broken","Fri Jun 27 01:48:32 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10233","Logout of system test","tests","Fri Jun 27 01:45:19 GMT 2025","broken","Fri Jun 27 01:45:29 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jun 27 01:47:37 GMT 2025","broken","Fri Jun 27 01:47:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jun 27 01:47:51 GMT 2025","broken","Fri Jun 27 01:47:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10281","Login with valid credentials test","tests","Fri Jun 27 01:44:46 GMT 2025","broken","Fri Jun 27 01:44:57 GMT 2025","TestLogin","test_login","",""
"Exception catching","10247","Exception test","Custom parent suite","Fri Jun 27 01:48:40 GMT 2025","broken","Fri Jun 27 01:48:51 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jun 27 01:47:20 GMT 2025","broken","Fri Jun 27 01:47:20 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Fri Jun 27 01:45:47 GMT 2025","broken","Fri Jun 27 01:45:57 GMT 2025","TestLogin","test_login","",""
