"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jun 08 01:52:35 GMT 2025","broken","Sun Jun 08 01:52:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jun 08 01:53:15 GMT 2025","broken","Sun Jun 08 01:53:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jun 08 01:52:03 GMT 2025","broken","Sun Jun 08 01:52:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10245","Login with invalid credentials test","tests","Sun Jun 08 01:51:53 GMT 2025","broken","Sun Jun 08 01:52:03 GMT 2025","TestLogin","test_login","",""
"valid login","10287","Login with valid credentials test","tests","Sun Jun 08 01:50:45 GMT 2025","broken","Sun Jun 08 01:50:55 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10249","Forgot Password with valid email test","Custom parent suite","Sun Jun 08 01:53:45 GMT 2025","broken","Sun Jun 08 01:53:55 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jun 08 01:52:48 GMT 2025","broken","Sun Jun 08 01:52:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10314","Forgot Password with invalid email test","Custom parent suite","Sun Jun 08 01:53:58 GMT 2025","broken","Sun Jun 08 01:54:09 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10239","Logout of system test","tests","Sun Jun 08 01:51:12 GMT 2025","broken","Sun Jun 08 01:51:22 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sun Jun 08 01:54:23 GMT 2025","skipped","Sun Jun 08 01:54:23 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jun 08 01:53:29 GMT 2025","broken","Sun Jun 08 01:53:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10236","Exception test","Custom parent suite","Sun Jun 08 01:54:12 GMT 2025","broken","Sun Jun 08 01:54:22 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jun 08 01:53:02 GMT 2025","broken","Sun Jun 08 01:53:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jun 08 01:51:23 GMT 2025","broken","Sun Jun 08 01:51:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jun 08 01:52:21 GMT 2025","broken","Sun Jun 08 01:52:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10235","Login with invalid credentials test","tests","Sun Jun 08 01:51:39 GMT 2025","broken","Sun Jun 08 01:51:49 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jun 08 01:50:55 GMT 2025","broken","Sun Jun 08 01:50:55 GMT 2025","TestWorkspaces","test_workspaces","",""
