"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Nov 11 01:22:56 GMT 2024","broken","Mon Nov 11 01:22:56 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Mon Nov 11 01:25:10 GMT 2024","skipped","Mon Nov 11 01:25:10 GMT 2024","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Nov 11 01:22:20 GMT 2024","broken","Mon Nov 11 01:22:20 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10270","Exception test","Custom parent suite","Mon Nov 11 01:24:58 GMT 2024","broken","Mon Nov 11 01:25:09 GMT 2024","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Nov 11 01:23:43 GMT 2024","broken","Mon Nov 11 01:23:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10269","Login with invalid credentials test","tests","Mon Nov 11 01:22:09 GMT 2024","broken","Mon Nov 11 01:22:19 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Nov 11 01:24:00 GMT 2024","broken","Mon Nov 11 01:24:00 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Nov 11 01:23:27 GMT 2024","broken","Mon Nov 11 01:23:27 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Nov 11 01:22:36 GMT 2024","broken","Mon Nov 11 01:22:36 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Nov 11 01:21:29 GMT 2024","broken","Mon Nov 11 01:21:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10291","Forgot Password with invalid email test","Custom parent suite","Mon Nov 11 01:24:42 GMT 2024","broken","Mon Nov 11 01:24:53 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10281","Login with valid credentials test","tests","Mon Nov 11 01:20:42 GMT 2024","broken","Mon Nov 11 01:20:52 GMT 2024","TestLogin","test_login","",""
"Log out from app","10259","Logout of system test","tests","Mon Nov 11 01:21:18 GMT 2024","broken","Mon Nov 11 01:21:28 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Nov 11 01:20:54 GMT 2024","broken","Mon Nov 11 01:20:54 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10253","Forgot Password with valid email test","Custom parent suite","Mon Nov 11 01:24:24 GMT 2024","broken","Mon Nov 11 01:24:34 GMT 2024","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Nov 11 01:23:11 GMT 2024","broken","Mon Nov 11 01:23:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10266","Login with invalid credentials test","tests","Mon Nov 11 01:21:53 GMT 2024","broken","Mon Nov 11 01:22:03 GMT 2024","TestLogin","test_login","",""
