"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun May 18 01:46:04 GMT 2025","broken","Sun May 18 01:46:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun May 18 01:49:01 GMT 2025","skipped","Sun May 18 01:49:01 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun May 18 01:46:45 GMT 2025","broken","Sun May 18 01:46:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun May 18 01:47:40 GMT 2025","broken","Sun May 18 01:47:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Sun May 18 01:46:21 GMT 2025","broken","Sun May 18 01:46:31 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun May 18 01:46:59 GMT 2025","broken","Sun May 18 01:46:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun May 18 01:47:26 GMT 2025","broken","Sun May 18 01:47:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun May 18 01:47:53 GMT 2025","broken","Sun May 18 01:47:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun May 18 01:47:12 GMT 2025","broken","Sun May 18 01:47:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10241","Login with invalid credentials test","tests","Sun May 18 01:46:34 GMT 2025","broken","Sun May 18 01:46:45 GMT 2025","TestLogin","test_login","",""
"Log out from app","10245","Logout of system test","tests","Sun May 18 01:45:54 GMT 2025","broken","Sun May 18 01:46:04 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun May 18 01:48:07 GMT 2025","broken","Sun May 18 01:48:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10246","Exception test","Custom parent suite","Sun May 18 01:48:51 GMT 2025","broken","Sun May 18 01:49:01 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10272","Login with valid credentials test","tests","Sun May 18 01:45:26 GMT 2025","broken","Sun May 18 01:45:37 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10244","Forgot Password with valid email test","Custom parent suite","Sun May 18 01:48:23 GMT 2025","broken","Sun May 18 01:48:34 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sun May 18 01:45:37 GMT 2025","broken","Sun May 18 01:45:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10289","Forgot Password with invalid email test","Custom parent suite","Sun May 18 01:48:37 GMT 2025","broken","Sun May 18 01:48:47 GMT 2025","Custom sub suite","Custom suite","",""
