"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Wed Dec 11 01:29:23 GMT 2024","broken","Wed Dec 11 01:29:23 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10294","Login with invalid credentials test","tests","Wed Dec 11 01:28:04 GMT 2024","broken","Wed Dec 11 01:28:14 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10301","Forgot Password with invalid email test","Custom parent suite","Wed Dec 11 01:30:29 GMT 2024","broken","Wed Dec 11 01:30:40 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Dec 11 01:27:29 GMT 2024","broken","Wed Dec 11 01:27:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Dec 11 01:28:32 GMT 2024","broken","Wed Dec 11 01:28:32 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10303","Login with invalid credentials test","tests","Wed Dec 11 01:27:48 GMT 2024","broken","Wed Dec 11 01:27:59 GMT 2024","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Dec 11 01:28:15 GMT 2024","broken","Wed Dec 11 01:28:15 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Dec 11 01:29:56 GMT 2024","broken","Wed Dec 11 01:29:56 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10292","Logout of system test","tests","Wed Dec 11 01:27:18 GMT 2024","broken","Wed Dec 11 01:27:28 GMT 2024","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Dec 11 01:28:49 GMT 2024","broken","Wed Dec 11 01:28:49 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10287","Exception test","Custom parent suite","Wed Dec 11 01:30:47 GMT 2024","broken","Wed Dec 11 01:30:57 GMT 2024","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Dec 11 01:29:06 GMT 2024","broken","Wed Dec 11 01:29:06 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10303","Forgot Password with valid email test","Custom parent suite","Wed Dec 11 01:30:14 GMT 2024","broken","Wed Dec 11 01:30:25 GMT 2024","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Dec 11 01:26:59 GMT 2024","broken","Wed Dec 11 01:26:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10284","Login with valid credentials test","tests","Wed Dec 11 01:26:47 GMT 2024","broken","Wed Dec 11 01:26:57 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Dec 11 01:29:41 GMT 2024","broken","Wed Dec 11 01:29:41 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Dec 11 01:30:58 GMT 2024","skipped","Wed Dec 11 01:30:58 GMT 2024","TestLogin","test_login","",""
