"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jan 07 01:22:38 GMT 2025","broken","Tue Jan 07 01:22:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jan 07 01:23:22 GMT 2025","broken","Tue Jan 07 01:23:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10306","Logout of system test","tests","Tue Jan 07 01:21:12 GMT 2025","broken","Tue Jan 07 01:21:22 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jan 07 01:22:08 GMT 2025","broken","Tue Jan 07 01:22:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jan 07 01:23:07 GMT 2025","broken","Tue Jan 07 01:23:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jan 07 01:22:53 GMT 2025","broken","Tue Jan 07 01:22:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10313","Exception test","Custom parent suite","Tue Jan 07 01:24:26 GMT 2025","broken","Tue Jan 07 01:24:36 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10327","Forgot Password with invalid email test","Custom parent suite","Tue Jan 07 01:24:11 GMT 2025","broken","Tue Jan 07 01:24:21 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jan 07 01:23:37 GMT 2025","broken","Tue Jan 07 01:23:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10308","Login with invalid credentials test","tests","Tue Jan 07 01:21:56 GMT 2025","broken","Tue Jan 07 01:22:07 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Jan 07 01:24:37 GMT 2025","skipped","Tue Jan 07 01:24:37 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jan 07 01:22:23 GMT 2025","broken","Tue Jan 07 01:22:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jan 07 01:21:23 GMT 2025","broken","Tue Jan 07 01:21:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10293","Login with valid credentials test","tests","Tue Jan 07 01:20:42 GMT 2025","broken","Tue Jan 07 01:20:52 GMT 2025","TestLogin","test_login","",""
"invalid login","10320","Login with invalid credentials test","tests","Tue Jan 07 01:21:42 GMT 2025","broken","Tue Jan 07 01:21:52 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jan 07 01:20:53 GMT 2025","broken","Tue Jan 07 01:20:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10321","Forgot Password with valid email test","Custom parent suite","Tue Jan 07 01:23:56 GMT 2025","broken","Tue Jan 07 01:24:06 GMT 2025","Custom sub suite","Custom suite","",""
