"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jul 06 01:53:39 GMT 2025","broken","Sun Jul 06 01:53:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10245","Forgot Password with valid email test","Custom parent suite","Sun Jul 06 01:55:23 GMT 2025","broken","Sun Jul 06 01:55:33 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jul 06 01:53:25 GMT 2025","broken","Sun Jul 06 01:53:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10295","Forgot Password with invalid email test","Custom parent suite","Sun Jul 06 01:55:36 GMT 2025","broken","Sun Jul 06 01:55:47 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jul 06 01:54:26 GMT 2025","broken","Sun Jul 06 01:54:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jul 06 01:54:13 GMT 2025","broken","Sun Jul 06 01:54:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Jul 06 01:56:04 GMT 2025","skipped","Sun Jul 06 01:56:04 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jul 06 01:54:43 GMT 2025","broken","Sun Jul 06 01:54:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10240","Exception test","Custom parent suite","Sun Jul 06 01:55:53 GMT 2025","broken","Sun Jul 06 01:56:04 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jul 06 01:52:44 GMT 2025","broken","Sun Jul 06 01:52:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10249","Login with invalid credentials test","tests","Sun Jul 06 01:53:14 GMT 2025","broken","Sun Jul 06 01:53:24 GMT 2025","TestLogin","test_login","",""
"Log out from app","10243","Logout of system test","tests","Sun Jul 06 01:52:33 GMT 2025","broken","Sun Jul 06 01:52:43 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jul 06 01:53:56 GMT 2025","broken","Sun Jul 06 01:53:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jul 06 01:52:13 GMT 2025","broken","Sun Jul 06 01:52:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10244","Login with valid credentials test","tests","Sun Jul 06 01:52:02 GMT 2025","broken","Sun Jul 06 01:52:12 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jul 06 01:55:00 GMT 2025","broken","Sun Jul 06 01:55:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10242","Login with invalid credentials test","tests","Sun Jul 06 01:53:00 GMT 2025","broken","Sun Jul 06 01:53:11 GMT 2025","TestLogin","test_login","",""
