"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10297","Forgot Password with valid email test","Custom parent suite","Wed Nov 27 01:29:17 GMT 2024","broken","Wed Nov 27 01:29:27 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10303","Login with invalid credentials test","tests","Wed Nov 27 01:27:02 GMT 2024","broken","Wed Nov 27 01:27:12 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Nov 27 01:28:57 GMT 2024","broken","Wed Nov 27 01:28:57 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Nov 27 01:28:42 GMT 2024","broken","Wed Nov 27 01:28:42 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Nov 27 01:28:13 GMT 2024","broken","Wed Nov 27 01:28:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Nov 27 01:28:28 GMT 2024","broken","Wed Nov 27 01:28:28 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Nov 27 01:27:58 GMT 2024","broken","Wed Nov 27 01:27:58 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Nov 27 01:27:43 GMT 2024","broken","Wed Nov 27 01:27:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10322","Forgot Password with invalid email test","Custom parent suite","Wed Nov 27 01:29:32 GMT 2024","broken","Wed Nov 27 01:29:42 GMT 2024","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Nov 27 01:26:13 GMT 2024","broken","Wed Nov 27 01:26:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10304","Logout of system test","tests","Wed Nov 27 01:26:32 GMT 2024","broken","Wed Nov 27 01:26:42 GMT 2024","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Nov 27 01:26:43 GMT 2024","broken","Wed Nov 27 01:26:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Nov 27 01:29:58 GMT 2024","skipped","Wed Nov 27 01:29:58 GMT 2024","TestLogin","test_login","",""
"valid login","10292","Login with valid credentials test","tests","Wed Nov 27 01:26:02 GMT 2024","broken","Wed Nov 27 01:26:12 GMT 2024","TestLogin","test_login","",""
"invalid login","10296","Login with invalid credentials test","tests","Wed Nov 27 01:27:17 GMT 2024","broken","Wed Nov 27 01:27:27 GMT 2024","TestLogin","test_login","",""
"Exception catching","10314","Exception test","Custom parent suite","Wed Nov 27 01:29:47 GMT 2024","broken","Wed Nov 27 01:29:57 GMT 2024","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Nov 27 01:27:28 GMT 2024","broken","Wed Nov 27 01:27:28 GMT 2024","TestWorkspaces","test_workspaces","",""
