"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Nov 16 01:24:49 GMT 2024","broken","Sat Nov 16 01:24:49 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Nov 16 01:24:16 GMT 2024","broken","Sat Nov 16 01:24:16 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10281","Exception test","Custom parent suite","Sat Nov 16 01:26:54 GMT 2024","broken","Sat Nov 16 01:27:04 GMT 2024","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Nov 16 01:25:24 GMT 2024","broken","Sat Nov 16 01:25:24 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Nov 16 01:27:06 GMT 2024","skipped","Sat Nov 16 01:27:06 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Nov 16 01:22:54 GMT 2024","broken","Sat Nov 16 01:22:54 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10281","Forgot Password with valid email test","Custom parent suite","Sat Nov 16 01:26:19 GMT 2024","broken","Sat Nov 16 01:26:29 GMT 2024","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Nov 16 01:24:31 GMT 2024","broken","Sat Nov 16 01:24:31 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10315","Login with valid credentials test","tests","Sat Nov 16 01:22:42 GMT 2024","broken","Sat Nov 16 01:22:52 GMT 2024","TestLogin","test_login","",""
"invalid login","10288","Login with invalid credentials test","tests","Sat Nov 16 01:23:48 GMT 2024","broken","Sat Nov 16 01:23:58 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Nov 16 01:25:40 GMT 2024","broken","Sat Nov 16 01:25:40 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Nov 16 01:25:07 GMT 2024","broken","Sat Nov 16 01:25:07 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10326","Forgot Password with invalid email test","Custom parent suite","Sat Nov 16 01:26:37 GMT 2024","broken","Sat Nov 16 01:26:47 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10277","Login with invalid credentials test","tests","Sat Nov 16 01:24:04 GMT 2024","broken","Sat Nov 16 01:24:15 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Nov 16 01:25:57 GMT 2024","broken","Sat Nov 16 01:25:57 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10284","Logout of system test","tests","Sat Nov 16 01:23:15 GMT 2024","broken","Sat Nov 16 01:23:26 GMT 2024","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Nov 16 01:23:27 GMT 2024","broken","Sat Nov 16 01:23:27 GMT 2024","TestWorkspaces","test_workspaces","",""
