"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10248","Forgot Password with invalid email test","Custom parent suite","Sat May 03 01:30:43 GMT 2025","broken","Sat May 03 01:30:53 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat May 03 01:29:04 GMT 2025","broken","Sat May 03 01:29:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10233","Login with invalid credentials test","tests","Sat May 03 01:28:40 GMT 2025","broken","Sat May 03 01:28:50 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sat May 03 01:31:07 GMT 2025","skipped","Sat May 03 01:31:07 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat May 03 01:28:51 GMT 2025","broken","Sat May 03 01:28:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat May 03 01:29:59 GMT 2025","broken","Sat May 03 01:29:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat May 03 01:28:10 GMT 2025","broken","Sat May 03 01:28:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10240","Forgot Password with valid email test","Custom parent suite","Sat May 03 01:30:29 GMT 2025","broken","Sat May 03 01:30:40 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat May 03 01:29:45 GMT 2025","broken","Sat May 03 01:29:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sat May 03 01:27:43 GMT 2025","broken","Sat May 03 01:27:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10228","Login with invalid credentials test","tests","Sat May 03 01:28:26 GMT 2025","broken","Sat May 03 01:28:36 GMT 2025","TestLogin","test_login","",""
"Exception catching","10230","Exception test","Custom parent suite","Sat May 03 01:30:57 GMT 2025","broken","Sat May 03 01:31:07 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10226","Login with valid credentials test","tests","Sat May 03 01:27:32 GMT 2025","broken","Sat May 03 01:27:42 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat May 03 01:30:13 GMT 2025","broken","Sat May 03 01:30:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat May 03 01:29:31 GMT 2025","broken","Sat May 03 01:29:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat May 03 01:29:18 GMT 2025","broken","Sat May 03 01:29:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10233","Logout of system test","tests","Sat May 03 01:27:59 GMT 2025","broken","Sat May 03 01:28:09 GMT 2025","TestLogin","test_login","",""
