"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Feb 05 01:22:10 GMT 2025","broken","Wed Feb 05 01:22:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10249","Login with invalid credentials test","tests","Wed Feb 05 01:20:30 GMT 2025","broken","Wed Feb 05 01:20:40 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Feb 05 01:19:28 GMT 2025","broken","Wed Feb 05 01:19:28 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Feb 05 01:21:41 GMT 2025","broken","Wed Feb 05 01:21:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10269","Forgot Password with invalid email test","Custom parent suite","Wed Feb 05 01:22:43 GMT 2025","broken","Wed Feb 05 01:22:53 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10275","Logout of system test","tests","Wed Feb 05 01:19:46 GMT 2025","broken","Wed Feb 05 01:19:56 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Feb 05 01:21:26 GMT 2025","broken","Wed Feb 05 01:21:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Feb 05 01:21:55 GMT 2025","broken","Wed Feb 05 01:21:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10258","Forgot Password with valid email test","Custom parent suite","Wed Feb 05 01:22:28 GMT 2025","broken","Wed Feb 05 01:22:39 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10327","Login with valid credentials test","tests","Wed Feb 05 01:19:16 GMT 2025","broken","Wed Feb 05 01:19:26 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Feb 05 01:19:57 GMT 2025","broken","Wed Feb 05 01:19:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10261","Exception test","Custom parent suite","Wed Feb 05 01:22:58 GMT 2025","broken","Wed Feb 05 01:23:08 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Wed Feb 05 01:23:09 GMT 2025","skipped","Wed Feb 05 01:23:09 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Feb 05 01:20:56 GMT 2025","broken","Wed Feb 05 01:20:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Feb 05 01:21:11 GMT 2025","broken","Wed Feb 05 01:21:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10254","Login with invalid credentials test","tests","Wed Feb 05 01:20:16 GMT 2025","broken","Wed Feb 05 01:20:26 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Feb 05 01:20:42 GMT 2025","broken","Wed Feb 05 01:20:42 GMT 2025","TestWorkspaces","test_workspaces","",""
