"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10332","Forgot Password with invalid email test","Custom parent suite","Wed Jan 08 01:23:40 GMT 2025","broken","Wed Jan 08 01:23:51 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jan 08 01:23:07 GMT 2025","broken","Wed Jan 08 01:23:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10277","Login with invalid credentials test","tests","Wed Jan 08 01:21:12 GMT 2025","broken","Wed Jan 08 01:21:23 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Jan 08 01:24:07 GMT 2025","skipped","Wed Jan 08 01:24:07 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jan 08 01:20:24 GMT 2025","broken","Wed Jan 08 01:20:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jan 08 01:22:52 GMT 2025","broken","Wed Jan 08 01:22:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Jan 08 01:22:38 GMT 2025","broken","Wed Jan 08 01:22:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jan 08 01:22:08 GMT 2025","broken","Wed Jan 08 01:22:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jan 08 01:21:39 GMT 2025","broken","Wed Jan 08 01:21:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10327","Logout of system test","tests","Wed Jan 08 01:20:43 GMT 2025","broken","Wed Jan 08 01:20:53 GMT 2025","TestLogin","test_login","",""
"Exception catching","10285","Exception test","Custom parent suite","Wed Jan 08 01:23:55 GMT 2025","broken","Wed Jan 08 01:24:06 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jan 08 01:21:53 GMT 2025","broken","Wed Jan 08 01:21:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jan 08 01:20:54 GMT 2025","broken","Wed Jan 08 01:20:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10320","Login with valid credentials test","tests","Wed Jan 08 01:20:13 GMT 2025","broken","Wed Jan 08 01:20:23 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10309","Forgot Password with valid email test","Custom parent suite","Wed Jan 08 01:23:26 GMT 2025","broken","Wed Jan 08 01:23:36 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jan 08 01:22:23 GMT 2025","broken","Wed Jan 08 01:22:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10294","Login with invalid credentials test","tests","Wed Jan 08 01:21:27 GMT 2025","broken","Wed Jan 08 01:21:38 GMT 2025","TestLogin","test_login","",""
