"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Dec 15 01:43:07 GMT 2024","broken","Sun Dec 15 01:43:07 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Dec 15 01:40:36 GMT 2024","broken","Sun Dec 15 01:40:36 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Dec 15 01:42:52 GMT 2024","broken","Sun Dec 15 01:42:52 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Dec 15 01:41:06 GMT 2024","broken","Sun Dec 15 01:41:06 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Dec 15 01:41:51 GMT 2024","broken","Sun Dec 15 01:41:51 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Dec 15 01:42:22 GMT 2024","broken","Sun Dec 15 01:42:22 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10293","Login with invalid credentials test","tests","Sun Dec 15 01:41:24 GMT 2024","broken","Sun Dec 15 01:41:35 GMT 2024","TestLogin","test_login","",""
"Exception catching","10300","Exception test","Custom parent suite","Sun Dec 15 01:44:11 GMT 2024","broken","Sun Dec 15 01:44:21 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10302","Forgot Password with valid email test","Custom parent suite","Sun Dec 15 01:43:41 GMT 2024","broken","Sun Dec 15 01:43:51 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10365","Forgot Password with invalid email test","Custom parent suite","Sun Dec 15 01:43:56 GMT 2024","broken","Sun Dec 15 01:44:06 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10287","Login with valid credentials test","tests","Sun Dec 15 01:40:23 GMT 2024","broken","Sun Dec 15 01:40:34 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Dec 15 01:42:37 GMT 2024","broken","Sun Dec 15 01:42:37 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Dec 15 01:42:06 GMT 2024","broken","Sun Dec 15 01:42:06 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Dec 15 01:43:22 GMT 2024","broken","Sun Dec 15 01:43:22 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Dec 15 01:44:22 GMT 2024","skipped","Sun Dec 15 01:44:22 GMT 2024","TestLogin","test_login","",""
"invalid login","10303","Login with invalid credentials test","tests","Sun Dec 15 01:41:40 GMT 2024","broken","Sun Dec 15 01:41:50 GMT 2024","TestLogin","test_login","",""
"Log out from app","10307","Logout of system test","tests","Sun Dec 15 01:40:54 GMT 2024","broken","Sun Dec 15 01:41:05 GMT 2024","TestLogin","test_login","",""
