"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Dec 13 01:30:00 GMT 2024","broken","Fri Dec 13 01:30:00 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Dec 13 01:29:42 GMT 2024","broken","Fri Dec 13 01:29:42 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Dec 13 01:31:03 GMT 2024","broken","Fri Dec 13 01:31:03 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10281","Login with invalid credentials test","tests","Fri Dec 13 01:29:13 GMT 2024","broken","Fri Dec 13 01:29:23 GMT 2024","TestLogin","test_login","",""
"Exception catching","10284","Exception test","Custom parent suite","Fri Dec 13 01:32:17 GMT 2024","broken","Fri Dec 13 01:32:27 GMT 2024","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Dec 13 01:31:18 GMT 2024","broken","Fri Dec 13 01:31:18 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10329","Forgot Password with invalid email test","Custom parent suite","Fri Dec 13 01:31:59 GMT 2024","broken","Fri Dec 13 01:32:10 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10277","Login with invalid credentials test","tests","Fri Dec 13 01:29:30 GMT 2024","broken","Fri Dec 13 01:29:41 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Dec 13 01:30:32 GMT 2024","broken","Fri Dec 13 01:30:32 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Dec 13 01:32:28 GMT 2024","skipped","Fri Dec 13 01:32:28 GMT 2024","TestLogin","test_login","",""
"valid login","10439","Login with valid credentials test","tests","Fri Dec 13 01:28:07 GMT 2024","broken","Fri Dec 13 01:28:17 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Dec 13 01:28:19 GMT 2024","broken","Fri Dec 13 01:28:19 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Dec 13 01:28:57 GMT 2024","broken","Fri Dec 13 01:28:57 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Dec 13 01:30:47 GMT 2024","broken","Fri Dec 13 01:30:47 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10285","Forgot Password with valid email test","Custom parent suite","Fri Dec 13 01:31:40 GMT 2024","broken","Fri Dec 13 01:31:51 GMT 2024","Custom sub suite","Custom suite","",""
"Log out from app","10285","Logout of system test","tests","Fri Dec 13 01:28:44 GMT 2024","broken","Fri Dec 13 01:28:55 GMT 2024","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Dec 13 01:30:17 GMT 2024","broken","Fri Dec 13 01:30:17 GMT 2024","TestWorkspaces","test_workspaces","",""
