"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Mon Apr 14 01:40:49 GMT 2025","broken","Mon Apr 14 01:40:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Apr 14 01:40:04 GMT 2025","broken","Mon Apr 14 01:40:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Mon Apr 14 01:42:22 GMT 2025","skipped","Mon Apr 14 01:42:22 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Apr 14 01:41:04 GMT 2025","broken","Mon Apr 14 01:41:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10249","Forgot Password with valid email test","Custom parent suite","Mon Apr 14 01:41:39 GMT 2025","broken","Mon Apr 14 01:41:50 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Apr 14 01:40:34 GMT 2025","broken","Mon Apr 14 01:40:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10275","Exception test","Custom parent suite","Mon Apr 14 01:42:10 GMT 2025","broken","Mon Apr 14 01:42:20 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Apr 14 01:38:33 GMT 2025","broken","Mon Apr 14 01:38:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10263","Logout of system test","tests","Mon Apr 14 01:38:52 GMT 2025","broken","Mon Apr 14 01:39:02 GMT 2025","TestLogin","test_login","",""
"invalid login","10259","Login with invalid credentials test","tests","Mon Apr 14 01:39:38 GMT 2025","broken","Mon Apr 14 01:39:48 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10291","Forgot Password with invalid email test","Custom parent suite","Mon Apr 14 01:41:55 GMT 2025","broken","Mon Apr 14 01:42:05 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Apr 14 01:39:49 GMT 2025","broken","Mon Apr 14 01:39:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10356","Login with valid credentials test","tests","Mon Apr 14 01:38:21 GMT 2025","broken","Mon Apr 14 01:38:32 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Apr 14 01:39:03 GMT 2025","broken","Mon Apr 14 01:39:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Apr 14 01:40:19 GMT 2025","broken","Mon Apr 14 01:40:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10273","Login with invalid credentials test","tests","Mon Apr 14 01:39:22 GMT 2025","broken","Mon Apr 14 01:39:32 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Apr 14 01:41:19 GMT 2025","broken","Mon Apr 14 01:41:19 GMT 2025","TestWorkspaces","test_workspaces","",""
