"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Sat Mar 08 01:09:17 GMT 2025","broken","Sat Mar 08 01:09:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Mar 08 01:09:47 GMT 2025","broken","Sat Mar 08 01:09:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10246","Login with invalid credentials test","tests","Sat Mar 08 01:08:07 GMT 2025","broken","Sat Mar 08 01:08:17 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Mar 08 01:10:02 GMT 2025","broken","Sat Mar 08 01:10:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Mar 08 01:07:48 GMT 2025","broken","Sat Mar 08 01:07:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10262","Forgot Password with valid email test","Custom parent suite","Sat Mar 08 01:10:21 GMT 2025","broken","Sat Mar 08 01:10:32 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10259","Login with invalid credentials test","tests","Sat Mar 08 01:08:22 GMT 2025","broken","Sat Mar 08 01:08:32 GMT 2025","TestLogin","test_login","",""
"Log out from app","10260","Logout of system test","tests","Sat Mar 08 01:07:37 GMT 2025","broken","Sat Mar 08 01:07:47 GMT 2025","TestLogin","test_login","",""
"Exception catching","10259","Exception test","Custom parent suite","Sat Mar 08 01:10:51 GMT 2025","broken","Sat Mar 08 01:11:02 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Sat Mar 08 01:11:03 GMT 2025","skipped","Sat Mar 08 01:11:03 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Mar 08 01:08:33 GMT 2025","broken","Sat Mar 08 01:08:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Mar 08 01:09:32 GMT 2025","broken","Sat Mar 08 01:09:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10257","Login with valid credentials test","tests","Sat Mar 08 01:07:07 GMT 2025","broken","Sat Mar 08 01:07:17 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Mar 08 01:08:48 GMT 2025","broken","Sat Mar 08 01:08:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10275","Forgot Password with invalid email test","Custom parent suite","Sat Mar 08 01:10:36 GMT 2025","broken","Sat Mar 08 01:10:47 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Mar 08 01:07:18 GMT 2025","broken","Sat Mar 08 01:07:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Mar 08 01:09:02 GMT 2025","broken","Sat Mar 08 01:09:02 GMT 2025","TestWorkspaces","test_workspaces","",""
