"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10255","Forgot Password with valid email test","Custom parent suite","Fri Apr 11 01:30:11 GMT 2025","broken","Fri Apr 11 01:30:21 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10265","Logout of system test","tests","Fri Apr 11 01:27:26 GMT 2025","broken","Fri Apr 11 01:27:36 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Apr 11 01:29:07 GMT 2025","broken","Fri Apr 11 01:29:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Apr 11 01:30:52 GMT 2025","skipped","Fri Apr 11 01:30:52 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10261","Forgot Password with invalid email test","Custom parent suite","Fri Apr 11 01:30:26 GMT 2025","broken","Fri Apr 11 01:30:36 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10257","Exception test","Custom parent suite","Fri Apr 11 01:30:41 GMT 2025","broken","Fri Apr 11 01:30:51 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10303","Login with valid credentials test","tests","Fri Apr 11 01:26:55 GMT 2025","broken","Fri Apr 11 01:27:06 GMT 2025","TestLogin","test_login","",""
"invalid login","10266","Login with invalid credentials test","tests","Fri Apr 11 01:28:12 GMT 2025","broken","Fri Apr 11 01:28:22 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Apr 11 01:29:37 GMT 2025","broken","Fri Apr 11 01:29:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Apr 11 01:27:38 GMT 2025","broken","Fri Apr 11 01:27:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Apr 11 01:28:53 GMT 2025","broken","Fri Apr 11 01:28:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Apr 11 01:28:23 GMT 2025","broken","Fri Apr 11 01:28:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Apr 11 01:28:38 GMT 2025","broken","Fri Apr 11 01:28:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Apr 11 01:27:07 GMT 2025","broken","Fri Apr 11 01:27:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Apr 11 01:29:52 GMT 2025","broken","Fri Apr 11 01:29:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10258","Login with invalid credentials test","tests","Fri Apr 11 01:27:57 GMT 2025","broken","Fri Apr 11 01:28:07 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Apr 11 01:29:22 GMT 2025","broken","Fri Apr 11 01:29:22 GMT 2025","TestWorkspaces","test_workspaces","",""
