"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Sat Mar 29 01:29:03 GMT 2025","skipped","Sat Mar 29 01:29:03 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Mar 29 01:26:48 GMT 2025","broken","Sat Mar 29 01:26:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10245","Logout of system test","tests","Sat Mar 29 01:25:06 GMT 2025","broken","Sat Mar 29 01:25:16 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Mar 29 01:26:29 GMT 2025","broken","Sat Mar 29 01:26:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Mar 29 01:25:17 GMT 2025","broken","Sat Mar 29 01:25:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10248","Login with valid credentials test","tests","Sat Mar 29 01:24:33 GMT 2025","broken","Sat Mar 29 01:24:43 GMT 2025","TestLogin","test_login","",""
"invalid login","10237","Login with invalid credentials test","tests","Sat Mar 29 01:26:00 GMT 2025","broken","Sat Mar 29 01:26:10 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Mar 29 01:27:21 GMT 2025","broken","Sat Mar 29 01:27:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10272","Forgot Password with invalid email test","Custom parent suite","Sat Mar 29 01:28:33 GMT 2025","broken","Sat Mar 29 01:28:43 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Mar 29 01:27:36 GMT 2025","broken","Sat Mar 29 01:27:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10241","Login with invalid credentials test","tests","Sat Mar 29 01:25:41 GMT 2025","broken","Sat Mar 29 01:25:52 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10253","Forgot Password with valid email test","Custom parent suite","Sat Mar 29 01:28:15 GMT 2025","broken","Sat Mar 29 01:28:25 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Mar 29 01:26:11 GMT 2025","broken","Sat Mar 29 01:26:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Mar 29 01:27:54 GMT 2025","broken","Sat Mar 29 01:27:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Mar 29 01:27:03 GMT 2025","broken","Sat Mar 29 01:27:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Mar 29 01:24:44 GMT 2025","broken","Sat Mar 29 01:24:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10245","Exception test","Custom parent suite","Sat Mar 29 01:28:52 GMT 2025","broken","Sat Mar 29 01:29:02 GMT 2025","Custom sub suite","Custom suite","",""
