"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Apr 26 01:28:08 GMT 2025","broken","Sat Apr 26 01:28:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Apr 26 01:27:37 GMT 2025","broken","Sat Apr 26 01:27:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10250","Logout of system test","tests","Sat Apr 26 01:26:38 GMT 2025","broken","Sat Apr 26 01:26:49 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Apr 26 01:26:49 GMT 2025","broken","Sat Apr 26 01:26:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10255","Forgot Password with valid email test","Custom parent suite","Sat Apr 26 01:29:40 GMT 2025","broken","Sat Apr 26 01:29:50 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10254","Login with valid credentials test","tests","Sat Apr 26 01:26:08 GMT 2025","broken","Sat Apr 26 01:26:18 GMT 2025","TestLogin","test_login","",""
"invalid login","10254","Login with invalid credentials test","tests","Sat Apr 26 01:27:12 GMT 2025","broken","Sat Apr 26 01:27:23 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Apr 26 01:28:42 GMT 2025","broken","Sat Apr 26 01:28:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Apr 26 01:27:51 GMT 2025","broken","Sat Apr 26 01:27:51 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10247","Exception test","Custom parent suite","Sat Apr 26 01:30:07 GMT 2025","broken","Sat Apr 26 01:30:18 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Apr 26 01:26:19 GMT 2025","broken","Sat Apr 26 01:26:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10248","Login with invalid credentials test","tests","Sat Apr 26 01:27:26 GMT 2025","broken","Sat Apr 26 01:27:37 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10256","Forgot Password with invalid email test","Custom parent suite","Sat Apr 26 01:29:53 GMT 2025","broken","Sat Apr 26 01:30:04 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Apr 26 01:28:59 GMT 2025","broken","Sat Apr 26 01:28:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Apr 26 01:30:18 GMT 2025","skipped","Sat Apr 26 01:30:18 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Apr 26 01:28:25 GMT 2025","broken","Sat Apr 26 01:28:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Apr 26 01:29:16 GMT 2025","broken","Sat Apr 26 01:29:16 GMT 2025","TestWorkspaces","test_workspaces","",""
