"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Dec 02 01:04:43 GMT 2023","Sat Dec 02 01:04:43 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Dec 02 01:02:34 GMT 2023","Sat Dec 02 01:02:34 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Dec 02 01:03:00 GMT 2023","Sat Dec 02 01:03:00 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Dec 02 01:03:12 GMT 2023","Sat Dec 02 01:03:12 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Dec 02 01:04:30 GMT 2023","Sat Dec 02 01:04:41 GMT 2023","10261","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Dec 02 01:01:31 GMT 2023","Sat Dec 02 01:01:31 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Dec 02 01:01:56 GMT 2023","Sat Dec 02 01:01:56 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Dec 02 01:01:19 GMT 2023","Sat Dec 02 01:01:29 GMT 2023","10230","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Dec 02 01:03:50 GMT 2023","Sat Dec 02 01:03:50 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sat Dec 02 01:03:25 GMT 2023","Sat Dec 02 01:03:25 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sat Dec 02 01:02:10 GMT 2023","Sat Dec 02 01:02:20 GMT 2023","10199","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Dec 02 01:02:47 GMT 2023","Sat Dec 02 01:02:47 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Dec 02 01:03:38 GMT 2023","Sat Dec 02 01:03:38 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sat Dec 02 01:01:45 GMT 2023","Sat Dec 02 01:01:55 GMT 2023","10283","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Dec 02 01:02:23 GMT 2023","Sat Dec 02 01:02:33 GMT 2023","10269","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Dec 02 01:04:05 GMT 2023","Sat Dec 02 01:04:15 GMT 2023","10293","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Dec 02 01:04:18 GMT 2023","Sat Dec 02 01:04:28 GMT 2023","10338","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
