"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10282","Login with valid credentials test","tests","Tue May 06 01:38:58 GMT 2025","broken","Tue May 06 01:39:08 GMT 2025","TestLogin","test_login","",""
"invalid login","10242","Login with invalid credentials test","tests","Tue May 06 01:40:14 GMT 2025","broken","Tue May 06 01:40:24 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue May 06 01:39:09 GMT 2025","broken","Tue May 06 01:39:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue May 06 01:39:40 GMT 2025","broken","Tue May 06 01:39:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10268","Forgot Password with invalid email test","Custom parent suite","Tue May 06 01:42:30 GMT 2025","broken","Tue May 06 01:42:40 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue May 06 01:42:58 GMT 2025","skipped","Tue May 06 01:42:58 GMT 2025","TestLogin","test_login","",""
"invalid login","10240","Login with invalid credentials test","tests","Tue May 06 01:40:00 GMT 2025","broken","Tue May 06 01:40:11 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue May 06 01:41:55 GMT 2025","broken","Tue May 06 01:41:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10240","Logout of system test","tests","Tue May 06 01:39:29 GMT 2025","broken","Tue May 06 01:39:39 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue May 06 01:40:39 GMT 2025","broken","Tue May 06 01:40:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue May 06 01:40:53 GMT 2025","broken","Tue May 06 01:40:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue May 06 01:40:25 GMT 2025","broken","Tue May 06 01:40:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue May 06 01:41:07 GMT 2025","broken","Tue May 06 01:41:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue May 06 01:41:24 GMT 2025","broken","Tue May 06 01:41:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue May 06 01:41:38 GMT 2025","broken","Tue May 06 01:41:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10250","Forgot Password with valid email test","Custom parent suite","Tue May 06 01:42:16 GMT 2025","broken","Tue May 06 01:42:26 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10242","Exception test","Custom parent suite","Tue May 06 01:42:47 GMT 2025","broken","Tue May 06 01:42:58 GMT 2025","Custom sub suite","Custom suite","",""
