"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Sun Feb 09 01:25:49 GMT 2025","broken","Sun Feb 09 01:25:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Feb 09 01:27:28 GMT 2025","skipped","Sun Feb 09 01:27:28 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Feb 09 01:24:41 GMT 2025","broken","Sun Feb 09 01:24:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10252","Forgot Password with valid email test","Custom parent suite","Sun Feb 09 01:26:45 GMT 2025","broken","Sun Feb 09 01:26:55 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Feb 09 01:26:04 GMT 2025","broken","Sun Feb 09 01:26:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Feb 09 01:25:12 GMT 2025","broken","Sun Feb 09 01:25:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Feb 09 01:24:56 GMT 2025","broken","Sun Feb 09 01:24:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10243","Exception test","Custom parent suite","Sun Feb 09 01:27:17 GMT 2025","broken","Sun Feb 09 01:27:27 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Feb 09 01:25:30 GMT 2025","broken","Sun Feb 09 01:25:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Feb 09 01:23:22 GMT 2025","broken","Sun Feb 09 01:23:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Feb 09 01:26:21 GMT 2025","broken","Sun Feb 09 01:26:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Feb 09 01:23:55 GMT 2025","broken","Sun Feb 09 01:23:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10257","Login with valid credentials test","tests","Sun Feb 09 01:23:11 GMT 2025","broken","Sun Feb 09 01:23:21 GMT 2025","TestLogin","test_login","",""
"Log out from app","10253","Logout of system test","tests","Sun Feb 09 01:23:43 GMT 2025","broken","Sun Feb 09 01:23:54 GMT 2025","TestLogin","test_login","",""
"invalid login","10260","Login with invalid credentials test","tests","Sun Feb 09 01:24:14 GMT 2025","broken","Sun Feb 09 01:24:24 GMT 2025","TestLogin","test_login","",""
"invalid login","10253","Login with invalid credentials test","tests","Sun Feb 09 01:24:29 GMT 2025","broken","Sun Feb 09 01:24:39 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10298","Forgot Password with invalid email test","Custom parent suite","Sun Feb 09 01:27:00 GMT 2025","broken","Sun Feb 09 01:27:10 GMT 2025","Custom sub suite","Custom suite","",""
