"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10269","Login with invalid credentials test","tests","Thu Feb 27 01:23:06 GMT 2025","broken","Thu Feb 27 01:23:16 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10262","Forgot Password with valid email test","Custom parent suite","Thu Feb 27 01:25:05 GMT 2025","broken","Thu Feb 27 01:25:15 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Feb 27 01:24:47 GMT 2025","broken","Thu Feb 27 01:24:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Feb 27 01:23:17 GMT 2025","broken","Thu Feb 27 01:23:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10284","Login with invalid credentials test","tests","Thu Feb 27 01:22:51 GMT 2025","broken","Thu Feb 27 01:23:01 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Feb 27 01:24:32 GMT 2025","broken","Thu Feb 27 01:24:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Feb 27 01:22:32 GMT 2025","broken","Thu Feb 27 01:22:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Feb 27 01:23:32 GMT 2025","broken","Thu Feb 27 01:23:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Feb 27 01:24:17 GMT 2025","broken","Thu Feb 27 01:24:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10261","Exception test","Custom parent suite","Thu Feb 27 01:25:35 GMT 2025","broken","Thu Feb 27 01:25:45 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Feb 27 01:24:02 GMT 2025","broken","Thu Feb 27 01:24:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10320","Login with valid credentials test","tests","Thu Feb 27 01:21:51 GMT 2025","broken","Thu Feb 27 01:22:01 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Feb 27 01:22:02 GMT 2025","broken","Thu Feb 27 01:22:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Feb 27 01:23:47 GMT 2025","broken","Thu Feb 27 01:23:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu Feb 27 01:25:47 GMT 2025","skipped","Thu Feb 27 01:25:47 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10275","Forgot Password with invalid email test","Custom parent suite","Thu Feb 27 01:25:20 GMT 2025","broken","Thu Feb 27 01:25:30 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10281","Logout of system test","tests","Thu Feb 27 01:22:21 GMT 2025","broken","Thu Feb 27 01:22:31 GMT 2025","TestLogin","test_login","",""
