"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jun 13 01:44:42 GMT 2025","broken","Fri Jun 13 01:44:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10264","Login with valid credentials test","tests","Fri Jun 13 01:43:10 GMT 2025","broken","Fri Jun 13 01:43:21 GMT 2025","TestLogin","test_login","",""
"invalid login","10231","Login with invalid credentials test","tests","Fri Jun 13 01:44:05 GMT 2025","broken","Fri Jun 13 01:44:15 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jun 13 01:44:56 GMT 2025","broken","Fri Jun 13 01:44:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10237","Exception test","Custom parent suite","Fri Jun 13 01:46:33 GMT 2025","broken","Fri Jun 13 01:46:44 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jun 13 01:44:29 GMT 2025","broken","Fri Jun 13 01:44:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10234","Login with invalid credentials test","tests","Fri Jun 13 01:44:18 GMT 2025","broken","Fri Jun 13 01:44:28 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jun 13 01:45:36 GMT 2025","broken","Fri Jun 13 01:45:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10233","Forgot Password with invalid email test","Custom parent suite","Fri Jun 13 01:46:20 GMT 2025","broken","Fri Jun 13 01:46:30 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jun 13 01:45:09 GMT 2025","broken","Fri Jun 13 01:45:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10227","Forgot Password with valid email test","Custom parent suite","Fri Jun 13 01:46:06 GMT 2025","broken","Fri Jun 13 01:46:16 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jun 13 01:45:50 GMT 2025","broken","Fri Jun 13 01:45:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jun 13 01:45:23 GMT 2025","broken","Fri Jun 13 01:45:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jun 13 01:43:21 GMT 2025","broken","Fri Jun 13 01:43:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Jun 13 01:46:44 GMT 2025","skipped","Fri Jun 13 01:46:44 GMT 2025","TestLogin","test_login","",""
"Log out from app","10229","Logout of system test","tests","Fri Jun 13 01:43:37 GMT 2025","broken","Fri Jun 13 01:43:48 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jun 13 01:43:48 GMT 2025","broken","Fri Jun 13 01:43:48 GMT 2025","TestWorkspaces","test_workspaces","",""
