"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Nov 13 01:20:59 GMT 2024","broken","Wed Nov 13 01:20:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Nov 13 01:19:26 GMT 2024","broken","Wed Nov 13 01:19:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Nov 13 01:19:57 GMT 2024","broken","Wed Nov 13 01:19:57 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Wed Nov 13 01:23:17 GMT 2024","skipped","Wed Nov 13 01:23:17 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Nov 13 01:21:29 GMT 2024","broken","Wed Nov 13 01:21:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10261","Exception test","Custom parent suite","Wed Nov 13 01:23:06 GMT 2024","broken","Wed Nov 13 01:23:16 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10267","Forgot Password with valid email test","Custom parent suite","Wed Nov 13 01:22:35 GMT 2024","broken","Wed Nov 13 01:22:45 GMT 2024","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Nov 13 01:22:16 GMT 2024","broken","Wed Nov 13 01:22:16 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Nov 13 01:21:45 GMT 2024","broken","Wed Nov 13 01:21:45 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10260","Login with invalid credentials test","tests","Wed Nov 13 01:20:17 GMT 2024","broken","Wed Nov 13 01:20:27 GMT 2024","TestLogin","test_login","",""
"Log out from app","10267","Logout of system test","tests","Wed Nov 13 01:19:46 GMT 2024","broken","Wed Nov 13 01:19:56 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10287","Forgot Password with invalid email test","Custom parent suite","Wed Nov 13 01:22:50 GMT 2024","broken","Wed Nov 13 01:23:01 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10263","Login with invalid credentials test","tests","Wed Nov 13 01:20:32 GMT 2024","broken","Wed Nov 13 01:20:42 GMT 2024","TestLogin","test_login","",""
"valid login","10389","Login with valid credentials test","tests","Wed Nov 13 01:19:14 GMT 2024","broken","Wed Nov 13 01:19:25 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Nov 13 01:22:00 GMT 2024","broken","Wed Nov 13 01:22:00 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Nov 13 01:21:14 GMT 2024","broken","Wed Nov 13 01:21:14 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Nov 13 01:20:43 GMT 2024","broken","Wed Nov 13 01:20:43 GMT 2024","TestWorkspaces","test_workspaces","",""
