"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Nov 12 01:19:54 GMT 2024","broken","Tue Nov 12 01:19:54 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10271","Exception test","Custom parent suite","Tue Nov 12 01:22:36 GMT 2024","broken","Tue Nov 12 01:22:46 GMT 2024","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Nov 12 01:20:32 GMT 2024","broken","Tue Nov 12 01:20:32 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Nov 12 01:20:48 GMT 2024","broken","Tue Nov 12 01:20:48 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10281","Forgot Password with invalid email test","Custom parent suite","Tue Nov 12 01:22:17 GMT 2024","broken","Tue Nov 12 01:22:27 GMT 2024","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Nov 12 01:21:35 GMT 2024","broken","Tue Nov 12 01:21:35 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10264","Login with invalid credentials test","tests","Tue Nov 12 01:19:26 GMT 2024","broken","Tue Nov 12 01:19:36 GMT 2024","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Nov 12 01:22:47 GMT 2024","skipped","Tue Nov 12 01:22:47 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Nov 12 01:18:20 GMT 2024","broken","Tue Nov 12 01:18:20 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10279","Forgot Password with valid email test","Custom parent suite","Tue Nov 12 01:21:58 GMT 2024","broken","Tue Nov 12 01:22:08 GMT 2024","Custom sub suite","Custom suite","",""
"Log out from app","10265","Logout of system test","tests","Tue Nov 12 01:18:48 GMT 2024","broken","Tue Nov 12 01:18:59 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Nov 12 01:21:19 GMT 2024","broken","Tue Nov 12 01:21:19 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Nov 12 01:19:00 GMT 2024","broken","Tue Nov 12 01:19:00 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Nov 12 01:21:04 GMT 2024","broken","Tue Nov 12 01:21:04 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Nov 12 01:20:13 GMT 2024","broken","Tue Nov 12 01:20:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10275","Login with invalid credentials test","tests","Tue Nov 12 01:19:42 GMT 2024","broken","Tue Nov 12 01:19:52 GMT 2024","TestLogin","test_login","",""
"valid login","10293","Login with valid credentials test","tests","Tue Nov 12 01:18:09 GMT 2024","broken","Tue Nov 12 01:18:19 GMT 2024","TestLogin","test_login","",""
