"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 12 01:12:16 GMT 2024","Sun May 12 01:12:16 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun May 12 01:12:04 GMT 2024","Sun May 12 01:12:04 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Sun May 12 01:13:19 GMT 2024","Sun May 12 01:13:19 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sun May 12 01:12:43 GMT 2024","Sun May 12 01:12:53 GMT 2024","10327","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sun May 12 01:12:55 GMT 2024","Sun May 12 01:13:06 GMT 2024","10376","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sun May 12 01:11:26 GMT 2024","Sun May 12 01:11:26 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sun May 12 01:11:39 GMT 2024","Sun May 12 01:11:39 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sun May 12 01:10:35 GMT 2024","Sun May 12 01:10:35 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sun May 12 01:13:08 GMT 2024","Sun May 12 01:13:18 GMT 2024","10334","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sun May 12 01:11:13 GMT 2024","Sun May 12 01:11:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sun May 12 01:10:23 GMT 2024","Sun May 12 01:10:33 GMT 2024","10324","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun May 12 01:10:09 GMT 2024","Sun May 12 01:10:09 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sun May 12 01:11:51 GMT 2024","Sun May 12 01:11:51 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun May 12 01:11:02 GMT 2024","Sun May 12 01:11:12 GMT 2024","10243","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun May 12 01:09:58 GMT 2024","Sun May 12 01:10:08 GMT 2024","10183","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sun May 12 01:12:29 GMT 2024","Sun May 12 01:12:29 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sun May 12 01:10:48 GMT 2024","Sun May 12 01:10:59 GMT 2024","10360","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
