"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Thu May 15 01:38:59 GMT 2025","broken","Thu May 15 01:38:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu May 15 01:41:40 GMT 2025","skipped","Thu May 15 01:41:40 GMT 2025","TestLogin","test_login","",""
"invalid login","10268","Login with invalid credentials test","tests","Thu May 15 01:38:34 GMT 2025","broken","Thu May 15 01:38:44 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10240","Forgot Password with valid email test","Custom parent suite","Thu May 15 01:40:58 GMT 2025","broken","Thu May 15 01:41:08 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10236","Logout of system test","tests","Thu May 15 01:38:03 GMT 2025","broken","Thu May 15 01:38:13 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu May 15 01:40:38 GMT 2025","broken","Thu May 15 01:40:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu May 15 01:40:21 GMT 2025","broken","Thu May 15 01:40:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu May 15 01:39:33 GMT 2025","broken","Thu May 15 01:39:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu May 15 01:40:04 GMT 2025","broken","Thu May 15 01:40:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10238","Exception test","Custom parent suite","Thu May 15 01:41:29 GMT 2025","broken","Thu May 15 01:41:40 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu May 15 01:38:14 GMT 2025","broken","Thu May 15 01:38:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu May 15 01:39:16 GMT 2025","broken","Thu May 15 01:39:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10244","Login with valid credentials test","tests","Thu May 15 01:37:32 GMT 2025","broken","Thu May 15 01:37:42 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Thu May 15 01:37:43 GMT 2025","broken","Thu May 15 01:37:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10304","Forgot Password with invalid email test","Custom parent suite","Thu May 15 01:41:12 GMT 2025","broken","Thu May 15 01:41:22 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10237","Login with invalid credentials test","tests","Thu May 15 01:38:48 GMT 2025","broken","Thu May 15 01:38:58 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Thu May 15 01:39:47 GMT 2025","broken","Thu May 15 01:39:47 GMT 2025","TestWorkspaces","test_workspaces","",""
