"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Sun Mar 09 01:15:59 GMT 2025","broken","Sun Mar 09 01:15:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Mar 09 01:14:53 GMT 2025","broken","Sun Mar 09 01:14:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10235","Login with invalid credentials test","tests","Sun Mar 09 01:14:42 GMT 2025","broken","Sun Mar 09 01:14:52 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Mar 09 01:16:14 GMT 2025","broken","Sun Mar 09 01:16:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10442","Login with valid credentials test","tests","Sun Mar 09 01:13:19 GMT 2025","broken","Sun Mar 09 01:13:30 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Mar 09 01:13:31 GMT 2025","broken","Sun Mar 09 01:13:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Mar 09 01:14:06 GMT 2025","broken","Sun Mar 09 01:14:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Mar 09 01:15:09 GMT 2025","broken","Sun Mar 09 01:15:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10280","Forgot Password with invalid email test","Custom parent suite","Sun Mar 09 01:17:14 GMT 2025","broken","Sun Mar 09 01:17:24 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10244","Login with invalid credentials test","tests","Sun Mar 09 01:14:25 GMT 2025","broken","Sun Mar 09 01:14:35 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Mar 09 01:15:44 GMT 2025","broken","Sun Mar 09 01:15:44 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Mar 09 01:16:32 GMT 2025","broken","Sun Mar 09 01:16:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Mar 09 01:17:40 GMT 2025","skipped","Sun Mar 09 01:17:40 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10240","Forgot Password with valid email test","Custom parent suite","Sun Mar 09 01:16:56 GMT 2025","broken","Sun Mar 09 01:17:06 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Mar 09 01:15:26 GMT 2025","broken","Sun Mar 09 01:15:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10248","Exception test","Custom parent suite","Sun Mar 09 01:17:29 GMT 2025","broken","Sun Mar 09 01:17:39 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10241","Logout of system test","tests","Sun Mar 09 01:13:55 GMT 2025","broken","Sun Mar 09 01:14:05 GMT 2025","TestLogin","test_login","",""
