"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out from app","10254","Logout of system test","tests","Thu Jun 19 01:44:42 GMT 2025","broken","Thu Jun 19 01:44:52 GMT 2025","TestLogin","test_login","",""
"valid login","10345","Login with valid credentials test","tests","Thu Jun 19 01:44:14 GMT 2025","broken","Thu Jun 19 01:44:25 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Jun 19 01:46:15 GMT 2025","broken","Thu Jun 19 01:46:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10246","Login with invalid credentials test","tests","Thu Jun 19 01:45:30 GMT 2025","broken","Thu Jun 19 01:45:40 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Jun 19 01:44:53 GMT 2025","broken","Thu Jun 19 01:44:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Jun 19 01:47:03 GMT 2025","broken","Thu Jun 19 01:47:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10263","Forgot Password with valid email test","Custom parent suite","Thu Jun 19 01:47:37 GMT 2025","broken","Thu Jun 19 01:47:47 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Jun 19 01:44:25 GMT 2025","broken","Thu Jun 19 01:44:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Jun 19 01:46:32 GMT 2025","broken","Thu Jun 19 01:46:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Jun 19 01:45:58 GMT 2025","broken","Thu Jun 19 01:45:58 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Jun 19 01:45:41 GMT 2025","broken","Thu Jun 19 01:45:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Jun 19 01:46:49 GMT 2025","broken","Thu Jun 19 01:46:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Jun 19 01:47:17 GMT 2025","broken","Thu Jun 19 01:47:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10245","Login with invalid credentials test","tests","Thu Jun 19 01:45:13 GMT 2025","broken","Thu Jun 19 01:45:23 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10272","Forgot Password with invalid email test","Custom parent suite","Thu Jun 19 01:47:54 GMT 2025","broken","Thu Jun 19 01:48:04 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10239","Exception test","Custom parent suite","Thu Jun 19 01:48:11 GMT 2025","broken","Thu Jun 19 01:48:21 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Thu Jun 19 01:48:22 GMT 2025","skipped","Thu Jun 19 01:48:22 GMT 2025","TestLogin","test_login","",""
