"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10245","Forgot Password with valid email test","Custom parent suite","Sat May 24 01:40:27 GMT 2025","broken","Sat May 24 01:40:37 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat May 24 01:39:35 GMT 2025","broken","Sat May 24 01:39:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10245","Logout of system test","tests","Sat May 24 01:37:34 GMT 2025","broken","Sat May 24 01:37:44 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Sat May 24 01:41:06 GMT 2025","skipped","Sat May 24 01:41:06 GMT 2025","TestLogin","test_login","",""
"invalid login","10245","Login with invalid credentials test","tests","Sat May 24 01:38:08 GMT 2025","broken","Sat May 24 01:38:19 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat May 24 01:37:45 GMT 2025","broken","Sat May 24 01:37:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10245","Exception test","Custom parent suite","Sat May 24 01:40:55 GMT 2025","broken","Sat May 24 01:41:05 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Sat May 24 01:39:21 GMT 2025","broken","Sat May 24 01:39:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat May 24 01:40:06 GMT 2025","broken","Sat May 24 01:40:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat May 24 01:38:33 GMT 2025","broken","Sat May 24 01:38:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10242","Login with invalid credentials test","tests","Sat May 24 01:38:22 GMT 2025","broken","Sat May 24 01:38:33 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10309","Forgot Password with invalid email test","Custom parent suite","Sat May 24 01:40:41 GMT 2025","broken","Sat May 24 01:40:51 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sat May 24 01:37:14 GMT 2025","broken","Sat May 24 01:37:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10261","Login with valid credentials test","tests","Sat May 24 01:37:03 GMT 2025","broken","Sat May 24 01:37:13 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat May 24 01:39:04 GMT 2025","broken","Sat May 24 01:39:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat May 24 01:38:50 GMT 2025","broken","Sat May 24 01:38:50 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat May 24 01:39:49 GMT 2025","broken","Sat May 24 01:39:49 GMT 2025","TestWorkspaces","test_workspaces","",""
