"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun May 25 01:48:35 GMT 2025","broken","Sun May 25 01:48:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun May 25 01:51:02 GMT 2025","broken","Sun May 25 01:51:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun May 25 01:49:26 GMT 2025","broken","Sun May 25 01:49:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun May 25 01:49:43 GMT 2025","broken","Sun May 25 01:49:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun May 25 01:50:31 GMT 2025","broken","Sun May 25 01:50:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10244","Forgot Password with valid email test","Custom parent suite","Sun May 25 01:51:19 GMT 2025","broken","Sun May 25 01:51:29 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10247","Login with invalid credentials test","tests","Sun May 25 01:49:15 GMT 2025","broken","Sun May 25 01:49:26 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun May 25 01:50:00 GMT 2025","broken","Sun May 25 01:50:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun May 25 01:48:07 GMT 2025","broken","Sun May 25 01:48:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10247","Exception test","Custom parent suite","Sun May 25 01:51:47 GMT 2025","broken","Sun May 25 01:51:57 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10297","Login with valid credentials test","tests","Sun May 25 01:47:56 GMT 2025","broken","Sun May 25 01:48:07 GMT 2025","TestLogin","test_login","",""
"Log out from app","10250","Logout of system test","tests","Sun May 25 01:48:24 GMT 2025","broken","Sun May 25 01:48:34 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10278","Forgot Password with invalid email test","Custom parent suite","Sun May 25 01:51:33 GMT 2025","broken","Sun May 25 01:51:43 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Sun May 25 01:50:17 GMT 2025","broken","Sun May 25 01:50:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun May 25 01:51:58 GMT 2025","skipped","Sun May 25 01:51:58 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun May 25 01:50:45 GMT 2025","broken","Sun May 25 01:50:45 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10249","Login with invalid credentials test","tests","Sun May 25 01:48:58 GMT 2025","broken","Sun May 25 01:49:09 GMT 2025","TestLogin","test_login","",""
