"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10250","Forgot Password with valid email test","Custom parent suite","Sun Jun 15 01:54:50 GMT 2025","broken","Sun Jun 15 01:55:00 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10274","Login with valid credentials test","tests","Sun Jun 15 01:51:53 GMT 2025","broken","Sun Jun 15 01:52:03 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jun 15 01:54:06 GMT 2025","broken","Sun Jun 15 01:54:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jun 15 01:54:19 GMT 2025","broken","Sun Jun 15 01:54:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10243","Login with invalid credentials test","tests","Sun Jun 15 01:53:01 GMT 2025","broken","Sun Jun 15 01:53:11 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jun 15 01:52:04 GMT 2025","broken","Sun Jun 15 01:52:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10251","Exception test","Custom parent suite","Sun Jun 15 01:55:17 GMT 2025","broken","Sun Jun 15 01:55:27 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jun 15 01:52:31 GMT 2025","broken","Sun Jun 15 01:52:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jun 15 01:53:52 GMT 2025","broken","Sun Jun 15 01:53:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10245","Login with invalid credentials test","tests","Sun Jun 15 01:52:47 GMT 2025","broken","Sun Jun 15 01:52:57 GMT 2025","TestLogin","test_login","",""
"Log out from app","10238","Logout of system test","tests","Sun Jun 15 01:52:20 GMT 2025","broken","Sun Jun 15 01:52:30 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10259","Forgot Password with invalid email test","Custom parent suite","Sun Jun 15 01:55:03 GMT 2025","broken","Sun Jun 15 01:55:13 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jun 15 01:53:25 GMT 2025","broken","Sun Jun 15 01:53:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jun 15 01:54:33 GMT 2025","broken","Sun Jun 15 01:54:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jun 15 01:53:39 GMT 2025","broken","Sun Jun 15 01:53:39 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Jun 15 01:55:27 GMT 2025","skipped","Sun Jun 15 01:55:27 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jun 15 01:53:11 GMT 2025","broken","Sun Jun 15 01:53:11 GMT 2025","TestWorkspaces","test_workspaces","",""
