"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 02 01:07:27 GMT 2024","Tue Apr 02 01:07:37 GMT 2024","10347","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Tue Apr 02 01:07:14 GMT 2024","Tue Apr 02 01:07:24 GMT 2024","10193","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Tue Apr 02 01:06:09 GMT 2024","Tue Apr 02 01:06:09 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Tue Apr 02 01:06:22 GMT 2024","Tue Apr 02 01:06:22 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Tue Apr 02 01:05:00 GMT 2024","Tue Apr 02 01:05:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Tue Apr 02 01:07:51 GMT 2024","Tue Apr 02 01:07:51 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Tue Apr 02 01:05:29 GMT 2024","Tue Apr 02 01:05:40 GMT 2024","10177","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Apr 02 01:05:14 GMT 2024","Tue Apr 02 01:05:24 GMT 2024","10185","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Apr 02 01:04:23 GMT 2024","Tue Apr 02 01:04:33 GMT 2024","10081","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Tue Apr 02 01:07:00 GMT 2024","Tue Apr 02 01:07:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Tue Apr 02 01:06:35 GMT 2024","Tue Apr 02 01:06:35 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Tue Apr 02 01:05:57 GMT 2024","Tue Apr 02 01:05:57 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Tue Apr 02 01:05:41 GMT 2024","Tue Apr 02 01:05:41 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Tue Apr 02 01:07:40 GMT 2024","Tue Apr 02 01:07:50 GMT 2024","10174","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Tue Apr 02 01:04:48 GMT 2024","Tue Apr 02 01:04:58 GMT 2024","10178","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Tue Apr 02 01:04:34 GMT 2024","Tue Apr 02 01:04:34 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Tue Apr 02 01:06:48 GMT 2024","Tue Apr 02 01:06:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
