"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10258","Login with invalid credentials test","tests","Thu Jun 26 01:45:02 GMT 2025","broken","Thu Jun 26 01:45:12 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10248","Forgot Password with valid email test","Custom parent suite","Thu Jun 26 01:47:07 GMT 2025","broken","Thu Jun 26 01:47:17 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Jun 26 01:45:13 GMT 2025","broken","Thu Jun 26 01:45:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Jun 26 01:45:43 GMT 2025","broken","Thu Jun 26 01:45:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Thu Jun 26 01:47:49 GMT 2025","skipped","Thu Jun 26 01:47:49 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10269","Forgot Password with invalid email test","Custom parent suite","Thu Jun 26 01:47:24 GMT 2025","broken","Thu Jun 26 01:47:34 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10251","Exception test","Custom parent suite","Thu Jun 26 01:47:38 GMT 2025","broken","Thu Jun 26 01:47:48 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Jun 26 01:43:54 GMT 2025","broken","Thu Jun 26 01:43:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Jun 26 01:44:25 GMT 2025","broken","Thu Jun 26 01:44:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Jun 26 01:46:31 GMT 2025","broken","Thu Jun 26 01:46:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10379","Login with valid credentials test","tests","Thu Jun 26 01:43:43 GMT 2025","broken","Thu Jun 26 01:43:54 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Jun 26 01:46:47 GMT 2025","broken","Thu Jun 26 01:46:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Jun 26 01:46:00 GMT 2025","broken","Thu Jun 26 01:46:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Jun 26 01:46:17 GMT 2025","broken","Thu Jun 26 01:46:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10246","Login with invalid credentials test","tests","Thu Jun 26 01:44:45 GMT 2025","broken","Thu Jun 26 01:44:55 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Jun 26 01:45:26 GMT 2025","broken","Thu Jun 26 01:45:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10251","Logout of system test","tests","Thu Jun 26 01:44:14 GMT 2025","broken","Thu Jun 26 01:44:24 GMT 2025","TestLogin","test_login","",""
