"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10242","Forgot Password with valid email test","Custom parent suite","Wed Jul 16 01:52:21 GMT 2025","broken","Wed Jul 16 01:52:31 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jul 16 01:52:01 GMT 2025","broken","Wed Jul 16 01:52:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jul 16 01:51:17 GMT 2025","broken","Wed Jul 16 01:51:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10252","Login with invalid credentials test","tests","Wed Jul 16 01:50:23 GMT 2025","broken","Wed Jul 16 01:50:33 GMT 2025","TestLogin","test_login","",""
"valid login","10237","Login with valid credentials test","tests","Wed Jul 16 01:49:08 GMT 2025","broken","Wed Jul 16 01:49:19 GMT 2025","TestLogin","test_login","",""
"Log out from app","10242","Logout of system test","tests","Wed Jul 16 01:49:36 GMT 2025","broken","Wed Jul 16 01:49:46 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jul 16 01:50:47 GMT 2025","broken","Wed Jul 16 01:50:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10258","Forgot Password with invalid email test","Custom parent suite","Wed Jul 16 01:52:35 GMT 2025","broken","Wed Jul 16 01:52:45 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jul 16 01:51:00 GMT 2025","broken","Wed Jul 16 01:51:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jul 16 01:50:33 GMT 2025","broken","Wed Jul 16 01:50:33 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jul 16 01:49:46 GMT 2025","broken","Wed Jul 16 01:49:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jul 16 01:51:48 GMT 2025","broken","Wed Jul 16 01:51:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Jul 16 01:51:31 GMT 2025","broken","Wed Jul 16 01:51:31 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10239","Login with invalid credentials test","tests","Wed Jul 16 01:50:06 GMT 2025","broken","Wed Jul 16 01:50:16 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Jul 16 01:52:59 GMT 2025","skipped","Wed Jul 16 01:52:59 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jul 16 01:49:19 GMT 2025","broken","Wed Jul 16 01:49:19 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10246","Exception test","Custom parent suite","Wed Jul 16 01:52:48 GMT 2025","broken","Wed Jul 16 01:52:58 GMT 2025","Custom sub suite","Custom suite","",""
