"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10337","Login with invalid credentials test","tests","Sat May 17 01:38:48 GMT 2025","broken","Sat May 17 01:38:58 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat May 17 01:38:59 GMT 2025","broken","Sat May 17 01:38:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat May 17 01:40:28 GMT 2025","broken","Sat May 17 01:40:28 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat May 17 01:39:29 GMT 2025","broken","Sat May 17 01:39:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10246","Logout of system test","tests","Sat May 17 01:38:03 GMT 2025","broken","Sat May 17 01:38:13 GMT 2025","TestLogin","test_login","",""
"invalid login","10238","Login with invalid credentials test","tests","Sat May 17 01:38:33 GMT 2025","broken","Sat May 17 01:38:43 GMT 2025","TestLogin","test_login","",""
"valid login","10245","Login with valid credentials test","tests","Sat May 17 01:37:35 GMT 2025","broken","Sat May 17 01:37:45 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat May 17 01:39:16 GMT 2025","broken","Sat May 17 01:39:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat May 17 01:39:57 GMT 2025","broken","Sat May 17 01:39:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10251","Forgot Password with valid email test","Custom parent suite","Sat May 17 01:40:51 GMT 2025","broken","Sat May 17 01:41:01 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10249","Exception test","Custom parent suite","Sat May 17 01:41:26 GMT 2025","broken","Sat May 17 01:41:36 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sat May 17 01:37:46 GMT 2025","broken","Sat May 17 01:37:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10285","Forgot Password with invalid email test","Custom parent suite","Sat May 17 01:41:08 GMT 2025","broken","Sat May 17 01:41:18 GMT 2025","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat May 17 01:38:14 GMT 2025","broken","Sat May 17 01:38:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Sat May 17 01:39:43 GMT 2025","broken","Sat May 17 01:39:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat May 17 01:41:37 GMT 2025","skipped","Sat May 17 01:41:37 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat May 17 01:40:11 GMT 2025","broken","Sat May 17 01:40:11 GMT 2025","TestWorkspaces","test_workspaces","",""
