"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"valid login","10366","Login with valid credentials test","tests","Wed Dec 04 01:27:02 GMT 2024","broken","Wed Dec 04 01:27:12 GMT 2024","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Wed Dec 04 01:30:58 GMT 2024","skipped","Wed Dec 04 01:30:58 GMT 2024","TestLogin","test_login","",""
"invalid login","10295","Login with invalid credentials test","tests","Wed Dec 04 01:28:17 GMT 2024","broken","Wed Dec 04 01:28:28 GMT 2024","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Dec 04 01:27:43 GMT 2024","broken","Wed Dec 04 01:27:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Dec 04 01:29:58 GMT 2024","broken","Wed Dec 04 01:29:58 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Dec 04 01:27:13 GMT 2024","broken","Wed Dec 04 01:27:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10293","Forgot Password with valid email test","Custom parent suite","Wed Dec 04 01:30:16 GMT 2024","broken","Wed Dec 04 01:30:27 GMT 2024","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Dec 04 01:29:43 GMT 2024","broken","Wed Dec 04 01:29:43 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Dec 04 01:29:13 GMT 2024","broken","Wed Dec 04 01:29:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Dec 04 01:28:29 GMT 2024","broken","Wed Dec 04 01:28:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","1","Number of projects displayed in page test","tests","Wed Dec 04 01:28:44 GMT 2024","broken","Wed Dec 04 01:28:44 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Dec 04 01:28:58 GMT 2024","broken","Wed Dec 04 01:28:58 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Dec 04 01:29:28 GMT 2024","broken","Wed Dec 04 01:29:28 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10292","Exception test","Custom parent suite","Wed Dec 04 01:30:46 GMT 2024","broken","Wed Dec 04 01:30:57 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","10308","Forgot Password with invalid email test","Custom parent suite","Wed Dec 04 01:30:31 GMT 2024","broken","Wed Dec 04 01:30:42 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10283","Login with invalid credentials test","tests","Wed Dec 04 01:28:02 GMT 2024","broken","Wed Dec 04 01:28:12 GMT 2024","TestLogin","test_login","",""
"Log out from app","10304","Logout of system test","tests","Wed Dec 04 01:27:32 GMT 2024","broken","Wed Dec 04 01:27:42 GMT 2024","TestLogin","test_login","",""
