"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Thu May 01 01:49:12 GMT 2025","skipped","Thu May 01 01:49:12 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu May 01 01:48:03 GMT 2025","broken","Thu May 01 01:48:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10278","Forgot Password with invalid email test","Custom parent suite","Thu May 01 01:48:47 GMT 2025","broken","Thu May 01 01:48:57 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Thu May 01 01:47:36 GMT 2025","broken","Thu May 01 01:47:36 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu May 01 01:48:16 GMT 2025","broken","Thu May 01 01:48:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10236","Forgot Password with valid email test","Custom parent suite","Thu May 01 01:48:33 GMT 2025","broken","Thu May 01 01:48:43 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Thu May 01 01:45:46 GMT 2025","broken","Thu May 01 01:45:46 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu May 01 01:47:22 GMT 2025","broken","Thu May 01 01:47:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10229","Logout of system test","tests","Thu May 01 01:46:03 GMT 2025","broken","Thu May 01 01:46:13 GMT 2025","TestLogin","test_login","",""
"Exception catching","10236","Exception test","Custom parent suite","Thu May 01 01:49:01 GMT 2025","broken","Thu May 01 01:49:11 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu May 01 01:46:55 GMT 2025","broken","Thu May 01 01:46:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu May 01 01:46:14 GMT 2025","broken","Thu May 01 01:46:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu May 01 01:47:49 GMT 2025","broken","Thu May 01 01:47:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu May 01 01:47:08 GMT 2025","broken","Thu May 01 01:47:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10236","Login with invalid credentials test","tests","Thu May 01 01:46:44 GMT 2025","broken","Thu May 01 01:46:54 GMT 2025","TestLogin","test_login","",""
"invalid login","10248","Login with invalid credentials test","tests","Thu May 01 01:46:30 GMT 2025","broken","Thu May 01 01:46:40 GMT 2025","TestLogin","test_login","",""
"valid login","10267","Login with valid credentials test","tests","Thu May 01 01:45:35 GMT 2025","broken","Thu May 01 01:45:46 GMT 2025","TestLogin","test_login","",""
