"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out from app","10261","Logout of system test","tests","Thu May 22 01:40:42 GMT 2025","broken","Thu May 22 01:40:52 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu May 22 01:42:54 GMT 2025","broken","Thu May 22 01:42:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu May 22 01:41:41 GMT 2025","broken","Thu May 22 01:41:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10250","Login with invalid credentials test","tests","Thu May 22 01:41:16 GMT 2025","broken","Thu May 22 01:41:27 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu May 22 01:43:11 GMT 2025","broken","Thu May 22 01:43:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu May 22 01:40:53 GMT 2025","broken","Thu May 22 01:40:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10305","Login with valid credentials test","tests","Thu May 22 01:40:14 GMT 2025","broken","Thu May 22 01:40:24 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10287","Forgot Password with invalid email test","Custom parent suite","Thu May 22 01:43:42 GMT 2025","broken","Thu May 22 01:43:52 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu May 22 01:42:09 GMT 2025","broken","Thu May 22 01:42:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Thu May 22 01:42:23 GMT 2025","broken","Thu May 22 01:42:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10258","Exception test","Custom parent suite","Thu May 22 01:44:00 GMT 2025","broken","Thu May 22 01:44:11 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu May 22 01:41:55 GMT 2025","broken","Thu May 22 01:41:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10265","Login with invalid credentials test","tests","Thu May 22 01:41:30 GMT 2025","broken","Thu May 22 01:41:40 GMT 2025","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Thu May 22 01:40:25 GMT 2025","broken","Thu May 22 01:40:25 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10255","Forgot Password with valid email test","Custom parent suite","Thu May 22 01:43:28 GMT 2025","broken","Thu May 22 01:43:39 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Thu May 22 01:44:11 GMT 2025","skipped","Thu May 22 01:44:11 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu May 22 01:42:40 GMT 2025","broken","Thu May 22 01:42:40 GMT 2025","TestWorkspaces","test_workspaces","",""
