"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Mon Jun 09 01:49:49 GMT 2025","broken","Mon Jun 09 01:49:49 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10265","Login with invalid credentials test","tests","Mon Jun 09 01:48:58 GMT 2025","broken","Mon Jun 09 01:49:08 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10352","Forgot Password with invalid email test","Custom parent suite","Mon Jun 09 01:51:00 GMT 2025","broken","Mon Jun 09 01:51:10 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Mon Jun 09 01:51:24 GMT 2025","skipped","Mon Jun 09 01:51:24 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Jun 09 01:49:35 GMT 2025","broken","Mon Jun 09 01:49:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Jun 09 01:50:30 GMT 2025","broken","Mon Jun 09 01:50:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Jun 09 01:48:00 GMT 2025","broken","Mon Jun 09 01:48:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10261","Forgot Password with valid email test","Custom parent suite","Mon Jun 09 01:50:46 GMT 2025","broken","Mon Jun 09 01:50:56 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10261","Login with invalid credentials test","tests","Mon Jun 09 01:48:44 GMT 2025","broken","Mon Jun 09 01:48:54 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Jun 09 01:49:22 GMT 2025","broken","Mon Jun 09 01:49:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10258","Login with valid credentials test","tests","Mon Jun 09 01:47:50 GMT 2025","broken","Mon Jun 09 01:48:00 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Jun 09 01:49:08 GMT 2025","broken","Mon Jun 09 01:49:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Jun 09 01:50:03 GMT 2025","broken","Mon Jun 09 01:50:03 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10268","Exception test","Custom parent suite","Mon Jun 09 01:51:13 GMT 2025","broken","Mon Jun 09 01:51:24 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10271","Logout of system test","tests","Mon Jun 09 01:48:17 GMT 2025","broken","Mon Jun 09 01:48:27 GMT 2025","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Jun 09 01:50:16 GMT 2025","broken","Mon Jun 09 01:50:16 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Jun 09 01:48:28 GMT 2025","broken","Mon Jun 09 01:48:28 GMT 2025","TestWorkspaces","test_workspaces","",""
