"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Jan 16 01:21:17 GMT 2025","broken","Thu Jan 16 01:21:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Jan 16 01:21:00 GMT 2025","broken","Thu Jan 16 01:21:00 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10311","Login with invalid credentials test","tests","Thu Jan 16 01:19:31 GMT 2025","broken","Thu Jan 16 01:19:41 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Jan 16 01:20:12 GMT 2025","broken","Thu Jan 16 01:20:12 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Jan 16 01:20:42 GMT 2025","broken","Thu Jan 16 01:20:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Jan 16 01:19:42 GMT 2025","broken","Thu Jan 16 01:19:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10335","Login with valid credentials test","tests","Thu Jan 16 01:18:09 GMT 2025","broken","Thu Jan 16 01:18:19 GMT 2025","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Thu Jan 16 01:22:22 GMT 2025","skipped","Thu Jan 16 01:22:22 GMT 2025","TestLogin","test_login","",""
"invalid login","10305","Login with invalid credentials test","tests","Thu Jan 16 01:19:16 GMT 2025","broken","Thu Jan 16 01:19:26 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10313","Forgot Password with valid email test","Custom parent suite","Thu Jan 16 01:21:38 GMT 2025","broken","Thu Jan 16 01:21:49 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Jan 16 01:19:57 GMT 2025","broken","Thu Jan 16 01:19:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Jan 16 01:18:53 GMT 2025","broken","Thu Jan 16 01:18:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10333","Forgot Password with invalid email test","Custom parent suite","Thu Jan 16 01:21:54 GMT 2025","broken","Thu Jan 16 01:22:04 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10311","Exception test","Custom parent suite","Thu Jan 16 01:22:11 GMT 2025","broken","Thu Jan 16 01:22:21 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10351","Logout of system test","tests","Thu Jan 16 01:18:42 GMT 2025","broken","Thu Jan 16 01:18:52 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Jan 16 01:20:27 GMT 2025","broken","Thu Jan 16 01:20:27 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Jan 16 01:18:20 GMT 2025","broken","Thu Jan 16 01:18:20 GMT 2025","TestWorkspaces","test_workspaces","",""
