"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot Password with invalid email address","10292","Forgot Password with invalid email test","Custom parent suite","Sat Mar 15 01:26:47 GMT 2025","broken","Sat Mar 15 01:26:57 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Mar 15 01:26:10 GMT 2025","broken","Sat Mar 15 01:26:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10238","Forgot Password with valid email test","Custom parent suite","Sat Mar 15 01:26:32 GMT 2025","broken","Sat Mar 15 01:26:42 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Mar 15 01:25:55 GMT 2025","broken","Sat Mar 15 01:25:55 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Mar 15 01:25:07 GMT 2025","broken","Sat Mar 15 01:25:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sat Mar 15 01:27:18 GMT 2025","skipped","Sat Mar 15 01:27:18 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Mar 15 01:23:42 GMT 2025","broken","Sat Mar 15 01:23:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Mar 15 01:24:52 GMT 2025","broken","Sat Mar 15 01:24:52 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10237","Login with invalid credentials test","tests","Sat Mar 15 01:24:23 GMT 2025","broken","Sat Mar 15 01:24:33 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Mar 15 01:25:22 GMT 2025","broken","Sat Mar 15 01:25:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Mar 15 01:24:34 GMT 2025","broken","Sat Mar 15 01:24:34 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10245","Exception test","Custom parent suite","Sat Mar 15 01:27:05 GMT 2025","broken","Sat Mar 15 01:27:16 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Mar 15 01:25:38 GMT 2025","broken","Sat Mar 15 01:25:38 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Mar 15 01:23:06 GMT 2025","broken","Sat Mar 15 01:23:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10247","Logout of system test","tests","Sat Mar 15 01:23:31 GMT 2025","broken","Sat Mar 15 01:23:41 GMT 2025","TestLogin","test_login","",""
"valid login","10264","Login with valid credentials test","tests","Sat Mar 15 01:22:55 GMT 2025","broken","Sat Mar 15 01:23:05 GMT 2025","TestLogin","test_login","",""
"invalid login","10303","Login with invalid credentials test","tests","Sat Mar 15 01:24:03 GMT 2025","broken","Sat Mar 15 01:24:14 GMT 2025","TestLogin","test_login","",""
