"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 19 01:11:09 GMT 2024","Fri Jul 19 01:11:09 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Jul 19 01:14:17 GMT 2024","Fri Jul 19 01:14:27 GMT 2024","10245","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri Jul 19 01:10:27 GMT 2024","Fri Jul 19 01:10:37 GMT 2024","10275","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri Jul 19 01:14:02 GMT 2024","Fri Jul 19 01:14:12 GMT 2024","10335","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri Jul 19 01:10:39 GMT 2024","Fri Jul 19 01:10:39 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Jul 19 01:13:12 GMT 2024","Fri Jul 19 01:13:12 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Jul 19 01:11:55 GMT 2024","Fri Jul 19 01:11:55 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri Jul 19 01:13:27 GMT 2024","Fri Jul 19 01:13:27 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Jul 19 01:11:44 GMT 2024","Fri Jul 19 01:11:54 GMT 2024","10235","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jul 19 01:12:11 GMT 2024","Fri Jul 19 01:12:11 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri Jul 19 01:13:46 GMT 2024","Fri Jul 19 01:13:57 GMT 2024","10245","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri Jul 19 01:12:57 GMT 2024","Fri Jul 19 01:12:57 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Jul 19 01:11:28 GMT 2024","Fri Jul 19 01:11:39 GMT 2024","10242","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jul 19 01:12:26 GMT 2024","Fri Jul 19 01:12:26 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"skipped","Fri Jul 19 01:14:28 GMT 2024","Fri Jul 19 01:14:28 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Jul 19 01:12:42 GMT 2024","Fri Jul 19 01:12:42 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Jul 19 01:10:58 GMT 2024","Fri Jul 19 01:11:08 GMT 2024","10239","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
