"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10311","Login with invalid credentials test","tests","Sun Jan 12 01:28:45 GMT 2025","broken","Sun Jan 12 01:28:56 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Jan 12 01:29:56 GMT 2025","broken","Sun Jan 12 01:29:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10166","Login with valid credentials test","tests","Sun Jan 12 01:27:29 GMT 2025","broken","Sun Jan 12 01:27:39 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Jan 12 01:29:11 GMT 2025","broken","Sun Jan 12 01:29:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Jan 12 01:29:26 GMT 2025","broken","Sun Jan 12 01:29:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10365","Forgot Password with invalid email test","Custom parent suite","Sun Jan 12 01:30:59 GMT 2025","broken","Sun Jan 12 01:31:10 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Jan 12 01:28:57 GMT 2025","broken","Sun Jan 12 01:28:57 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10310","Forgot Password with valid email test","Custom parent suite","Sun Jan 12 01:30:45 GMT 2025","broken","Sun Jan 12 01:30:55 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Sun Jan 12 01:31:26 GMT 2025","skipped","Sun Jan 12 01:31:26 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Jan 12 01:28:11 GMT 2025","broken","Sun Jan 12 01:28:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Jan 12 01:30:11 GMT 2025","broken","Sun Jan 12 01:30:11 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10292","Logout of system test","tests","Sun Jan 12 01:27:59 GMT 2025","broken","Sun Jan 12 01:28:10 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Jan 12 01:29:41 GMT 2025","broken","Sun Jan 12 01:29:41 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Jan 12 01:27:40 GMT 2025","broken","Sun Jan 12 01:27:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10293","Exception test","Custom parent suite","Sun Jan 12 01:31:14 GMT 2025","broken","Sun Jan 12 01:31:25 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10298","Login with invalid credentials test","tests","Sun Jan 12 01:28:31 GMT 2025","broken","Sun Jan 12 01:28:41 GMT 2025","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Jan 12 01:30:26 GMT 2025","broken","Sun Jan 12 01:30:26 GMT 2025","TestWorkspaces","test_workspaces","",""
