"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Apr 21 01:42:10 GMT 2025","broken","Mon Apr 21 01:42:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10236","Exception test","Custom parent suite","Mon Apr 21 01:44:16 GMT 2025","broken","Mon Apr 21 01:44:26 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10251","Login with invalid credentials test","tests","Mon Apr 21 01:41:45 GMT 2025","broken","Mon Apr 21 01:41:55 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Apr 21 01:41:56 GMT 2025","broken","Mon Apr 21 01:41:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10239","Logout of system test","tests","Mon Apr 21 01:40:59 GMT 2025","broken","Mon Apr 21 01:41:10 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10257","Forgot Password with invalid email test","Custom parent suite","Mon Apr 21 01:43:59 GMT 2025","broken","Mon Apr 21 01:44:09 GMT 2025","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Apr 21 01:43:22 GMT 2025","broken","Mon Apr 21 01:43:22 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Apr 21 01:43:08 GMT 2025","broken","Mon Apr 21 01:43:08 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Apr 21 01:42:24 GMT 2025","broken","Mon Apr 21 01:42:24 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Apr 21 01:42:37 GMT 2025","broken","Mon Apr 21 01:42:37 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Apr 21 01:40:43 GMT 2025","broken","Mon Apr 21 01:40:43 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10235","Forgot Password with valid email test","Custom parent suite","Mon Apr 21 01:43:45 GMT 2025","broken","Mon Apr 21 01:43:55 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10242","Login with invalid credentials test","tests","Mon Apr 21 01:41:27 GMT 2025","broken","Mon Apr 21 01:41:37 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Apr 21 01:42:54 GMT 2025","broken","Mon Apr 21 01:42:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Mon Apr 21 01:44:27 GMT 2025","skipped","Mon Apr 21 01:44:27 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Apr 21 01:41:10 GMT 2025","broken","Mon Apr 21 01:41:10 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10321","Login with valid credentials test","tests","Mon Apr 21 01:40:31 GMT 2025","broken","Mon Apr 21 01:40:42 GMT 2025","TestLogin","test_login","",""
