"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Forgot password with a valid email address","10283","Forgot Password with valid email test","Custom parent suite","Sun Dec 01 01:49:26 GMT 2024","broken","Sun Dec 01 01:49:36 GMT 2024","Custom sub suite","Custom suite","",""
"Log out from app","10286","Logout of system test","tests","Sun Dec 01 01:46:25 GMT 2024","broken","Sun Dec 01 01:46:35 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Dec 01 01:46:03 GMT 2024","broken","Sun Dec 01 01:46:03 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10326","Forgot Password with invalid email test","Custom parent suite","Sun Dec 01 01:49:41 GMT 2024","broken","Sun Dec 01 01:49:51 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10275","Login with invalid credentials test","tests","Sun Dec 01 01:47:14 GMT 2024","broken","Sun Dec 01 01:47:25 GMT 2024","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Dec 01 01:48:14 GMT 2024","broken","Sun Dec 01 01:48:14 GMT 2024","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Dec 01 01:48:45 GMT 2024","broken","Sun Dec 01 01:48:45 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10341","Login with valid credentials test","tests","Sun Dec 01 01:45:51 GMT 2024","broken","Sun Dec 01 01:46:01 GMT 2024","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Dec 01 01:46:37 GMT 2024","broken","Sun Dec 01 01:46:37 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Dec 01 01:48:29 GMT 2024","broken","Sun Dec 01 01:48:29 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Dec 01 01:47:26 GMT 2024","broken","Sun Dec 01 01:47:26 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Sun Dec 01 01:50:08 GMT 2024","skipped","Sun Dec 01 01:50:08 GMT 2024","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Dec 01 01:47:59 GMT 2024","broken","Sun Dec 01 01:47:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10286","Exception test","Custom parent suite","Sun Dec 01 01:49:56 GMT 2024","broken","Sun Dec 01 01:50:06 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10282","Login with invalid credentials test","tests","Sun Dec 01 01:46:57 GMT 2024","broken","Sun Dec 01 01:47:07 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Dec 01 01:49:03 GMT 2024","broken","Sun Dec 01 01:49:03 GMT 2024","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Dec 01 01:47:43 GMT 2024","broken","Sun Dec 01 01:47:43 GMT 2024","TestWorkspaces","test_workspaces","",""
