"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jan 11 01:08:27 GMT 2024","Thu Jan 11 01:08:27 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Thu Jan 11 01:05:46 GMT 2024","Thu Jan 11 01:05:46 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Thu Jan 11 01:06:36 GMT 2024","Thu Jan 11 01:06:36 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Thu Jan 11 01:06:00 GMT 2024","Thu Jan 11 01:06:10 GMT 2024","10396","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Thu Jan 11 01:06:12 GMT 2024","Thu Jan 11 01:06:22 GMT 2024","10183","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Thu Jan 11 01:06:23 GMT 2024","Thu Jan 11 01:06:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Thu Jan 11 01:07:00 GMT 2024","Thu Jan 11 01:07:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Thu Jan 11 01:07:37 GMT 2024","Thu Jan 11 01:07:37 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Thu Jan 11 01:06:48 GMT 2024","Thu Jan 11 01:06:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Thu Jan 11 01:05:09 GMT 2024","Thu Jan 11 01:05:20 GMT 2024","10217","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Thu Jan 11 01:08:16 GMT 2024","Thu Jan 11 01:08:26 GMT 2024","10189","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Thu Jan 11 01:07:25 GMT 2024","Thu Jan 11 01:07:25 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Thu Jan 11 01:07:51 GMT 2024","Thu Jan 11 01:08:01 GMT 2024","10202","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Thu Jan 11 01:08:03 GMT 2024","Thu Jan 11 01:08:13 GMT 2024","10197","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Thu Jan 11 01:05:35 GMT 2024","Thu Jan 11 01:05:45 GMT 2024","10195","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Thu Jan 11 01:07:13 GMT 2024","Thu Jan 11 01:07:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Thu Jan 11 01:05:21 GMT 2024","Thu Jan 11 01:05:21 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
