"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 29 01:16:42 GMT 2024","Mon Jul 29 01:16:42 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Mon Jul 29 01:15:03 GMT 2024","Mon Jul 29 01:15:03 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Mon Jul 29 01:14:48 GMT 2024","Mon Jul 29 01:14:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Jul 29 01:13:59 GMT 2024","Mon Jul 29 01:13:59 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Jul 29 01:16:13 GMT 2024","Mon Jul 29 01:16:23 GMT 2024","10229","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Mon Jul 29 01:13:48 GMT 2024","Mon Jul 29 01:13:58 GMT 2024","10227","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Jul 29 01:13:30 GMT 2024","Mon Jul 29 01:13:40 GMT 2024","10234","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Jul 29 01:15:21 GMT 2024","Mon Jul 29 01:15:21 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Mon Jul 29 01:13:08 GMT 2024","Mon Jul 29 01:13:08 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Mon Jul 29 01:15:56 GMT 2024","Mon Jul 29 01:16:06 GMT 2024","10225","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Mon Jul 29 01:16:31 GMT 2024","Mon Jul 29 01:16:41 GMT 2024","10241","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Mon Jul 29 01:14:15 GMT 2024","Mon Jul 29 01:14:15 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Mon Jul 29 01:12:57 GMT 2024","Mon Jul 29 01:13:07 GMT 2024","10228","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Mon Jul 29 01:12:33 GMT 2024","Mon Jul 29 01:12:33 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Mon Jul 29 01:14:30 GMT 2024","Mon Jul 29 01:14:30 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Mon Jul 29 01:15:37 GMT 2024","Mon Jul 29 01:15:37 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Mon Jul 29 01:12:21 GMT 2024","Mon Jul 29 01:12:31 GMT 2024","10226","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
