"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Jul 04 01:45:29 GMT 2025","broken","Fri Jul 04 01:45:29 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Jul 04 01:46:09 GMT 2025","broken","Fri Jul 04 01:46:09 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10230","Exception test","Custom parent suite","Fri Jul 04 01:47:06 GMT 2025","broken","Fri Jul 04 01:47:16 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri Jul 04 01:47:17 GMT 2025","skipped","Fri Jul 04 01:47:17 GMT 2025","TestLogin","test_login","",""
"invalid login","10236","Login with invalid credentials test","tests","Fri Jul 04 01:44:38 GMT 2025","broken","Fri Jul 04 01:44:48 GMT 2025","TestLogin","test_login","",""
"invalid login","10231","Login with invalid credentials test","tests","Fri Jul 04 01:44:51 GMT 2025","broken","Fri Jul 04 01:45:02 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Jul 04 01:45:02 GMT 2025","broken","Fri Jul 04 01:45:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jul 04 01:43:54 GMT 2025","broken","Fri Jul 04 01:43:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Jul 04 01:45:56 GMT 2025","broken","Fri Jul 04 01:45:56 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Jul 04 01:45:15 GMT 2025","broken","Fri Jul 04 01:45:15 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10249","Forgot Password with invalid email test","Custom parent suite","Fri Jul 04 01:46:53 GMT 2025","broken","Fri Jul 04 01:47:03 GMT 2025","Custom sub suite","Custom suite","",""
"valid login","10237","Login with valid credentials test","tests","Fri Jul 04 01:43:44 GMT 2025","broken","Fri Jul 04 01:43:54 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Jul 04 01:45:42 GMT 2025","broken","Fri Jul 04 01:45:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jul 04 01:44:21 GMT 2025","broken","Fri Jul 04 01:44:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Jul 04 01:46:23 GMT 2025","broken","Fri Jul 04 01:46:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10230","Logout of system test","tests","Fri Jul 04 01:44:11 GMT 2025","broken","Fri Jul 04 01:44:21 GMT 2025","TestLogin","test_login","",""
"Forgot password with a valid email address","10233","Forgot Password with valid email test","Custom parent suite","Fri Jul 04 01:46:39 GMT 2025","broken","Fri Jul 04 01:46:49 GMT 2025","Custom sub suite","Custom suite","",""
