"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 09 01:19:44 GMT 2024","Wed Oct 09 01:19:44 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Oct 09 01:20:29 GMT 2024","Wed Oct 09 01:20:29 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Oct 09 01:22:01 GMT 2024","Wed Oct 09 01:22:01 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Wed Oct 09 01:23:02 GMT 2024","Wed Oct 09 01:23:02 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Oct 09 01:21:15 GMT 2024","Wed Oct 09 01:21:15 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Oct 09 01:20:18 GMT 2024","Wed Oct 09 01:20:28 GMT 2024","10268","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Oct 09 01:22:36 GMT 2024","Wed Oct 09 01:22:46 GMT 2024","10293","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Wed Oct 09 01:19:02 GMT 2024","Wed Oct 09 01:19:12 GMT 2024","10270","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Oct 09 01:20:45 GMT 2024","Wed Oct 09 01:20:45 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Wed Oct 09 01:22:20 GMT 2024","Wed Oct 09 01:22:31 GMT 2024","10271","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Oct 09 01:19:32 GMT 2024","Wed Oct 09 01:19:43 GMT 2024","10261","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Wed Oct 09 01:20:03 GMT 2024","Wed Oct 09 01:20:13 GMT 2024","10278","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Oct 09 01:21:00 GMT 2024","Wed Oct 09 01:21:00 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Oct 09 01:19:13 GMT 2024","Wed Oct 09 01:19:13 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Oct 09 01:22:51 GMT 2024","Wed Oct 09 01:23:01 GMT 2024","10294","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Oct 09 01:21:46 GMT 2024","Wed Oct 09 01:21:46 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Wed Oct 09 01:21:30 GMT 2024","Wed Oct 09 01:21:30 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
