"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Fri Apr 18 01:30:49 GMT 2025","skipped","Fri Apr 18 01:30:49 GMT 2025","TestLogin","test_login","",""
"invalid login","10245","Login with invalid credentials test","tests","Fri Apr 18 01:28:03 GMT 2025","broken","Fri Apr 18 01:28:13 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Apr 18 01:28:14 GMT 2025","broken","Fri Apr 18 01:28:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10240","Logout of system test","tests","Fri Apr 18 01:27:15 GMT 2025","broken","Fri Apr 18 01:27:25 GMT 2025","TestLogin","test_login","",""
"valid login","10274","Login with valid credentials test","tests","Fri Apr 18 01:26:43 GMT 2025","broken","Fri Apr 18 01:26:54 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Apr 18 01:28:59 GMT 2025","broken","Fri Apr 18 01:28:59 GMT 2025","TestWorkspaces","test_workspaces","",""
"Exception catching","10226","Exception test","Custom parent suite","Fri Apr 18 01:30:38 GMT 2025","broken","Fri Apr 18 01:30:48 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Apr 18 01:28:42 GMT 2025","broken","Fri Apr 18 01:28:42 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10225","Forgot Password with valid email test","Custom parent suite","Fri Apr 18 01:30:07 GMT 2025","broken","Fri Apr 18 01:30:17 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10247","Login with invalid credentials test","tests","Fri Apr 18 01:27:49 GMT 2025","broken","Fri Apr 18 01:27:59 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Apr 18 01:29:13 GMT 2025","broken","Fri Apr 18 01:29:13 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Apr 18 01:26:54 GMT 2025","broken","Fri Apr 18 01:26:54 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Apr 18 01:27:26 GMT 2025","broken","Fri Apr 18 01:27:26 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Apr 18 01:29:30 GMT 2025","broken","Fri Apr 18 01:29:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10243","Forgot Password with invalid email test","Custom parent suite","Fri Apr 18 01:30:21 GMT 2025","broken","Fri Apr 18 01:30:31 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Apr 18 01:28:28 GMT 2025","broken","Fri Apr 18 01:28:28 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Apr 18 01:29:47 GMT 2025","broken","Fri Apr 18 01:29:47 GMT 2025","TestWorkspaces","test_workspaces","",""
