"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Dec 20 01:23:21 GMT 2024","broken","Fri Dec 20 01:23:21 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10295","Exception test","Custom parent suite","Fri Dec 20 01:24:35 GMT 2024","broken","Fri Dec 20 01:24:46 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10293","Login with invalid credentials test","tests","Fri Dec 20 01:21:47 GMT 2024","broken","Fri Dec 20 01:21:58 GMT 2024","TestLogin","test_login","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Dec 20 01:23:39 GMT 2024","broken","Fri Dec 20 01:23:39 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Dec 20 01:23:04 GMT 2024","broken","Fri Dec 20 01:23:04 GMT 2024","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Dec 20 01:21:11 GMT 2024","broken","Fri Dec 20 01:21:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Dec 20 01:20:36 GMT 2024","broken","Fri Dec 20 01:20:36 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10303","Forgot Password with valid email test","Custom parent suite","Fri Dec 20 01:24:00 GMT 2024","broken","Fri Dec 20 01:24:10 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10299","Login with invalid credentials test","tests","Fri Dec 20 01:21:32 GMT 2024","broken","Fri Dec 20 01:21:42 GMT 2024","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Dec 20 01:21:59 GMT 2024","broken","Fri Dec 20 01:21:59 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Dec 20 01:22:33 GMT 2024","broken","Fri Dec 20 01:22:33 GMT 2024","TestWorkspaces","test_workspaces","",""
"Log out from app","10302","Logout of system test","tests","Fri Dec 20 01:21:00 GMT 2024","broken","Fri Dec 20 01:21:10 GMT 2024","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Dec 20 01:22:16 GMT 2024","broken","Fri Dec 20 01:22:16 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Dec 20 01:22:49 GMT 2024","broken","Fri Dec 20 01:22:49 GMT 2024","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri Dec 20 01:24:47 GMT 2024","skipped","Fri Dec 20 01:24:47 GMT 2024","TestLogin","test_login","",""
"Forgot Password with invalid email address","10309","Forgot Password with invalid email test","Custom parent suite","Fri Dec 20 01:24:18 GMT 2024","broken","Fri Dec 20 01:24:28 GMT 2024","Custom sub suite","Custom suite","",""
"valid login","10298","Login with valid credentials test","tests","Fri Dec 20 01:20:24 GMT 2024","broken","Fri Dec 20 01:20:35 GMT 2024","TestLogin","test_login","",""
