"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Fri Feb 07 01:22:06 GMT 2025","broken","Fri Feb 07 01:22:06 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10246","Login with invalid credentials test","tests","Fri Feb 07 01:20:51 GMT 2025","broken","Fri Feb 07 01:21:01 GMT 2025","TestLogin","test_login","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Feb 07 01:21:17 GMT 2025","broken","Fri Feb 07 01:21:17 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10251","Logout of system test","tests","Fri Feb 07 01:20:02 GMT 2025","broken","Fri Feb 07 01:20:13 GMT 2025","TestLogin","test_login","",""
"Forgot Password with invalid email address","10242","Forgot Password with invalid email test","Custom parent suite","Fri Feb 07 01:23:21 GMT 2025","broken","Fri Feb 07 01:23:31 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10239","Exception test","Custom parent suite","Fri Feb 07 01:23:39 GMT 2025","broken","Fri Feb 07 01:23:49 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Fri Feb 07 01:23:50 GMT 2025","skipped","Fri Feb 07 01:23:50 GMT 2025","TestLogin","test_login","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Feb 07 01:21:32 GMT 2025","broken","Fri Feb 07 01:21:32 GMT 2025","TestWorkspaces","test_workspaces","",""
"valid login","10247","Login with valid credentials test","tests","Fri Feb 07 01:19:28 GMT 2025","broken","Fri Feb 07 01:19:38 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Feb 07 01:21:48 GMT 2025","broken","Fri Feb 07 01:21:48 GMT 2025","TestWorkspaces","test_workspaces","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Feb 07 01:20:14 GMT 2025","broken","Fri Feb 07 01:20:14 GMT 2025","TestWorkspaces","test_workspaces","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Feb 07 01:22:23 GMT 2025","broken","Fri Feb 07 01:22:23 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10253","Forgot Password with valid email test","Custom parent suite","Fri Feb 07 01:23:04 GMT 2025","broken","Fri Feb 07 01:23:14 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10250","Login with invalid credentials test","tests","Fri Feb 07 01:20:36 GMT 2025","broken","Fri Feb 07 01:20:46 GMT 2025","TestLogin","test_login","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Feb 07 01:21:02 GMT 2025","broken","Fri Feb 07 01:21:02 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Feb 07 01:19:40 GMT 2025","broken","Fri Feb 07 01:19:40 GMT 2025","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Feb 07 01:22:42 GMT 2025","broken","Fri Feb 07 01:22:42 GMT 2025","TestWorkspaces","test_workspaces","",""
