"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Nov 29 01:07:00 GMT 2023","Wed Nov 29 01:07:00 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Wed Nov 29 01:04:43 GMT 2023","Wed Nov 29 01:04:53 GMT 2023","10208","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Wed Nov 29 01:07:27 GMT 2023","Wed Nov 29 01:07:38 GMT 2023","10188","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Nov 29 01:07:40 GMT 2023","Wed Nov 29 01:07:50 GMT 2023","10359","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Wed Nov 29 01:06:10 GMT 2023","Wed Nov 29 01:06:10 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Wed Nov 29 01:05:08 GMT 2023","Wed Nov 29 01:05:19 GMT 2023","10286","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Wed Nov 29 01:05:33 GMT 2023","Wed Nov 29 01:05:44 GMT 2023","10194","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Wed Nov 29 01:06:35 GMT 2023","Wed Nov 29 01:06:35 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Wed Nov 29 01:07:53 GMT 2023","Wed Nov 29 01:08:03 GMT 2023","10273","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Nov 29 01:06:48 GMT 2023","Wed Nov 29 01:06:48 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Wed Nov 29 01:08:04 GMT 2023","Wed Nov 29 01:08:04 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Wed Nov 29 01:04:55 GMT 2023","Wed Nov 29 01:04:55 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Nov 29 01:07:14 GMT 2023","Wed Nov 29 01:07:14 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Nov 29 01:05:57 GMT 2023","Wed Nov 29 01:05:57 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Wed Nov 29 01:06:22 GMT 2023","Wed Nov 29 01:06:22 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Nov 29 01:05:20 GMT 2023","Wed Nov 29 01:05:20 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Wed Nov 29 01:05:46 GMT 2023","Wed Nov 29 01:05:56 GMT 2023","10207","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
