"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10267","Login with invalid credentials test","tests","Tue Dec 10 01:29:59 GMT 2024","broken","Tue Dec 10 01:30:10 GMT 2024","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Dec 10 01:31:13 GMT 2024","broken","Tue Dec 10 01:31:13 GMT 2024","TestWorkspaces","test_workspaces","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Dec 10 01:31:46 GMT 2024","broken","Tue Dec 10 01:31:46 GMT 2024","TestWorkspaces","test_workspaces","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Dec 10 01:30:11 GMT 2024","broken","Tue Dec 10 01:30:11 GMT 2024","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Dec 10 01:30:46 GMT 2024","broken","Tue Dec 10 01:30:46 GMT 2024","TestWorkspaces","test_workspaces","",""
"valid login","10304","Login with valid credentials test","tests","Tue Dec 10 01:28:35 GMT 2024","broken","Tue Dec 10 01:28:45 GMT 2024","TestLogin","test_login","",""
"Log out from app","10274","Logout of system test","tests","Tue Dec 10 01:29:08 GMT 2024","broken","Tue Dec 10 01:29:18 GMT 2024","TestLogin","test_login","",""
"Skip Test example","0","Skipped test example","tests","Tue Dec 10 01:32:52 GMT 2024","skipped","Tue Dec 10 01:32:52 GMT 2024","TestLogin","test_login","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Dec 10 01:31:31 GMT 2024","broken","Tue Dec 10 01:31:31 GMT 2024","TestWorkspaces","test_workspaces","",""
"invalid login","10279","Login with invalid credentials test","tests","Tue Dec 10 01:29:41 GMT 2024","broken","Tue Dec 10 01:29:52 GMT 2024","TestLogin","test_login","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Dec 10 01:28:46 GMT 2024","broken","Tue Dec 10 01:28:46 GMT 2024","TestWorkspaces","test_workspaces","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Dec 10 01:31:01 GMT 2024","broken","Tue Dec 10 01:31:01 GMT 2024","TestWorkspaces","test_workspaces","",""
"Exception catching","10304","Exception test","Custom parent suite","Tue Dec 10 01:32:41 GMT 2024","broken","Tue Dec 10 01:32:51 GMT 2024","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Dec 10 01:30:28 GMT 2024","broken","Tue Dec 10 01:30:28 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10307","Forgot Password with valid email test","Custom parent suite","Tue Dec 10 01:32:08 GMT 2024","broken","Tue Dec 10 01:32:18 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Dec 10 01:29:19 GMT 2024","broken","Tue Dec 10 01:29:19 GMT 2024","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10321","Forgot Password with invalid email test","Custom parent suite","Tue Dec 10 01:32:26 GMT 2024","broken","Tue Dec 10 01:32:36 GMT 2024","Custom sub suite","Custom suite","",""
